GCOM_GG_Birth_Records [B],sandra d walkers birthday,1,1,0.24,0
GCOM_GG_Birth_Records [B],birthday records,1,1,1.83,1
GCOM_GG_Birth_Records [B],birthday for karen m rowan,1,1,0.16,0
