word,clicks,impressions,cost,convertedClicks
grayslake,1,1,0.24,0,
aguilera,2,2,1.35,0,
henrikson,1,3,0.5,0,
117,1,1,0.73,0,
dallenbach,1,2,0.72,0,
jacksonvillr,1,1,0.41,0,
evelio,1,1,1.45,0,
114,1,3,0.44,0,
112,3,3,2.39,0,
jiminez,1,1,1.43,0,
oaks,3,5,2.08,0,
dawnie,1,1,1.08,0,
111,2,3,1.21,0,
hidanovic,1,1,1.7,0,
ladson,1,1,0.35,0,
ocm,1,2,1.63,0,
randal,2,4,1.1500000000000001,0,
wypyszynski,1,1,0.77,0,
birthcertificts,1,1,1.34,0,
mcnair,2,3,0.99,0,
libertyvilleill,2,1,2.1,0,
119,1,1,0.75,0,
lukasiak,1,1,1.85,0,
polk,21,43,26.39,0,
stansberry,1,1,1.29,0,
korbin,1,1,0.28,0,
adult&size_range,1,1,2.92,0,
shackelford,2,2,1.03,0,
125,1,2,1.62,0,
odh,1,2,0.79,0,
holyoke,3,4,2.77,0,
126,1,1,1.47,0,
corlena,1,2,1.3,0,
stankevich,1,1,0.68,0,
roland,8,9,9.4,0,
hendrix,3,7,2.9699999999999998,0,
123,2,4,0.96,0,
embryo,1,2,0.83,0,
goldsboro,1,1,1.05,0,
weeres,1,2,0.67,0,
aker,2,4,2.6399999999999997,0,
jacksonville,44,91,46.22,3,
oct,39,45,32.58,0,
emme,1,1,1.68,0,
keeseville,1,1,0.22,0,
eagleman,2,1,1.28,0,
example,2,3,2.35,0,
odd,1,2,0.95,0,
oda,1,1,0.77,0,
marvin,13,12,10.17,0,
jager,1,1,0.6,0,
134,1,1,0.49,0,
shoreham,1,1,1.08,0,
mountaga,1,1,0.3,0,
protective,1,1,1.58,0,
139,2,2,2.77,0,
summermatter,1,1,1.01,0,
warnecke,1,3,0.34,0,
lummis,1,1,0.5,1,
today,24,183,18.01,0,
loooking,1,1,1.65,0,
veda,1,7,0.58,0,
emma,29,36,25.190000000000005,0,
mcgarity,1,5,1.09,0,
mickelson's,2,1,0.86,0,
molofsky,1,1,1.18,0,
massie,1,1,0.41,0,
channing,2,3,1.65,0,
thames,1,2,0.38,0,
velte,1,1,1.49,1,
johancen,1,1,1.33,0,
enumclaw,2,3,1.27,0,
teirnan,1,1,0.27,0,
masef,1,1,0.51,0,
experience,1,2,0.64,0,
types,2,1,1.53,0,
heymann,1,1,0.71,0,
employee,3,3,2.07,0,
pavific,1,1,0.43,0,
coupon,1,1,1.32,0,
145,2,2,1.23,0,
tubman,13,112,4.37,0,
radford,2,1,1.5699999999999998,0,
borgetto,1,1,1.46,0,
wicklander,1,1,0.04,0,
polo,5,10,3.05,0,
jesus's,1,17,0.72,0,
still,6,8,6.890000000000001,0,
susie,2,3,2.27,0,
aleman,1,1,1.54,0,
ofr,1,1,0.54,0,
newborn,22,64,21.189999999999998,0,
shushanna,1,1,0.6,0,
vaccine,1,2,0.91,0,
channon,1,1,0.58,0,
cascade,1,1,1.64,0,
rassmussen,1,1,0.94,0,
off,9,9,9.129999999999999,0,
geist,1,1,0.1,0,
pome,1,1,1.01,0,
lookeba,1,2,0.51,0,
142,1,1,0.77,0,
brylyn,1,1,0.35,0,
32566,1,1,0.27,1,
edgardo,1,1,0.99,0,
court,73,139,99.63999999999999,1,
lincolnton,2,3,1.05,0,
coolumbia,1,2,0.86,0,
aphrodites,1,3,0.61,0,
neata,1,1,0.34,0,
lingle,1,1,0.54,0,
kraybill,1,2,1.56,0,
ancestor's,1,1,2.87,0,
only,33,52,30.63,1,
burthday,1,1,0.38,0,
gaurdian,2,3,2.96,0,
shorewood,1,1,0.55,0,
caranci,1,1,0.37,0,
schaub,1,1,0.23,0,
grandmother's,4,4,5.64,0,
firefox,1,1,1.0,0,
carmine,2,3,2.78,0,
crofton,1,1,0.2,0,
appleton,5,7,6.67,0,
churchwell,3,3,3.6,0,
museum,2,1,3.3,0,
tallman,1,1,0.97,0,
buchsbaum,1,1,0.27,0,
antonios,1,1,1.3,0,
registryies,1,1,3.7,0,
neary,1,2,0.4,0,
watertwn,1,1,1.34,0,
anthoniy's,1,1,0.69,0,
flynn,4,15,1.87,0,
rakitnichan,1,2,1.27,0,
bushong,1,1,0.3,0,
moment,1,1,1.07,0,
inmates,2,2,1.48,0,
cuyahoga,34,114,46.419999999999995,0,
infisna,1,1,0.89,0,
mahatma,3,2,1.21,0,
couty,2,2,3.13,0,
lopera,1,3,0.14,0,
jyothisham,2,3,2.1,0,
fallon,2,2,1.62,0,
jackson,104,142,100.09999999999998,2,
oak,12,14,11.09,0,
stinger,1,1,1.72,0,
happiest,1,1,1.02,0,
lokite,1,1,1.14,0,
oba,1,1,1.12,0,
skokie,4,5,4.8100000000000005,0,
antonina,1,2,1.98,0,
adelanto,1,1,0.93,1,
9234,1,1,0.13,0,
kuehne,1,1,1.36,0,
akon,1,1,0.5,0,
cyndi's,1,1,1.57,0,
filardi,1,1,0.71,0,
masse,1,1,1.53,0,
mayview,1,1,0.75,0,
massey,2,2,1.6199999999999999,0,
massi,2,2,1.1,0,
reconds,5,5,6.83,1,
rotunda,1,3,1.68,0,
9229,1,1,0.47,0,
erika,6,7,4.43,0,
mashego,1,1,0.1,0,
obi,1,1,0.4,0,
birthparents,11,13,18.33,0,
mockabee's,1,1,0.27,0,
sunbury,1,1,1.48,0,
fielder,3,3,3.57,0,
nitsch,2,2,1.53,0,
stier,1,1,0.34,0,
berezewski,2,1,1.0,0,
count,4,3,4.28,0,
194,1,1,0.58,0,
chizuru,1,1,0.79,0,
nys,18,63,22.89,0,
niece,2,4,1.1099999999999999,0,
tomkiel,1,1,0.61,0,
192,1,1,0.68,0,
chattangooa,1,1,1.53,0,
seaborn,1,1,1.65,0,
kulkarni,1,1,0.28,0,
crowley,4,5,3.5999999999999996,0,
stieg,1,1,0.39,0,
campione,1,1,0.43,0,
byremovepersonout,1,2,0.93,0,
republic,6,9,8.37,0,
watkins,7,8,8.120000000000001,0,
marrero,2,4,1.61,0,
roxland,1,7,1.54,0,
riedemann,1,1,1.65,0,
harchanko,1,1,0.67,0,
birthdaydatabase,2,35,2.07,0,
dorado,2,2,2.37,0,
copies,495,3713,412.37999999999994,7,
alahna,1,1,0.49,0,
pelton,1,1,1.33,0,
diante,1,1,0.4,0,
comcast,1,1,0.53,0,
nether,1,1,0.91,0,
oaul,1,1,0.77,0,
cretic,1,2,0.33,0,
massad,1,1,0.34,0,
salsgiver,2,1,0.64,0,
massac,1,1,1.46,0,
cassopolis,1,1,1.79,0,
briscoe&quot,1,1,0.98,0,
earnest,3,5,2.33,0,
hhow,1,1,2.07,0,
dahms,2,2,1.37,0,
wintermeyer,1,1,0.4,0,
network,2,3,2.9000000000000004,0,
hillsman,1,1,0.57,0,
sienski,1,1,0.12,0,
standish,1,4,1.71,0,
certifiticates,1,2,0.64,0,
liliana,2,3,2.34,0,
jachowdik,1,2,0.42,0,
brookhaven,1,1,0.88,0,
langdon,2,2,0.39,0,
actors,1,1,0.46,0,
ccok,1,1,1.87,0,
poem,1,1,1.05,0,
katharyne,1,1,0.7,0,
trusty,1,1,1.57,0,
dekavallas,1,1,0.72,0,
mckenna,2,2,1.53,0,
inernet,1,1,0.3,0,
corsica,2,2,1.18,0,
episcopal,1,2,1.27,0,
thiebes,1,1,1.66,0,
susan,40,51,26.03,1,
avery,6,7,4.37,0,
3767,1,1,0.46,0,
mason,23,29,21.89,0,
bichat,1,1,0.56,0,
massav,2,2,0.24,0,
hosiptial,1,1,1.48,0,
chatham,4,4,2.22,0,
warwick,3,4,2.75,0,
jailyn,1,1,0.25,0,
emard,2,1,1.3,0,
waipahu,1,0,1.68,0,
sarkady,1,1,0.35,0,
deckerville,1,1,0.44,0,
sayre,1,1,0.8,0,
02.11,1,2,0.61,0,
kacynski,1,1,0.42,0,
ladonna,2,4,1.32,1,
mobraten,1,1,1.63,0,
mcnelley,1,1,1.73,0,
herring,2,2,0.97,0,
recor,2,1,1.7999999999999998,0,
wylds,1,1,0.49,0,
pitkin,1,1,0.82,0,
nueces,8,16,8.75,0,
ccertificate,1,1,0.89,0,
bruington,1,3,0.96,0,
fallis,1,1,0.46,0,
bella,1,2,0.27,0,
bearden,1,1,0.51,1,
elkind,1,1,0.47,1,
yves,1,1,1.56,0,
rayanna,1,3,1.46,0,
suppes,1,5,1.53,0,
lucritia,1,2,0.34,0,
admitted,3,3,1.8599999999999999,0,
kameron,1,1,0.38,0,
kitchen,3,4,3.74,0,
claypool,1,1,0.14,0,
tatar,1,1,1.7,0,
belko,1,2,0.31,0,
barracks,1,2,1.49,0,
own,17,44,21.180000000000003,0,
pearline,1,1,0.42,0,
owh,1,0,1.02,0,
cincinnati's,1,3,0.4,0,
plumley,1,2,0.15,0,
women's,5,26,5.409999999999999,0,
hartwig,4,7,1.6,0,
sutherland,3,3,1.9899999999999998,0,
swigart,1,1,0.87,0,
galilea,1,1,0.56,0,
khavazi,1,1,0.28,0,
belly,1,1,1.25,0,
roseau,1,1,1.38,0,
muncipal,1,2,0.71,0,
marys,4,3,1.6400000000000001,0,
rought,2,4,1.52,0,
levasseur,1,1,0.46,0,
someone's,610,2670,723.9599999999999,15,
411442b,1,1,0.2,0,
soetori,1,1,0.12,0,
chuksorji,1,2,0.49,0,
phipps,1,1,0.32,0,
seitz,4,4,4.25,0,
annoucements,5,7,6.050000000000001,0,
happy,3,51,2.69,0,
elkins,4,5,2.4,0,
lyszaz,1,1,0.78,0,
belle,10,10,8.2,0,
uruguay,2,2,2.81,0,
certifcate,17,22,23.049999999999997,0,
tamilnadu,4,3,6.279999999999999,0,
soetord,1,1,0.07,0,
sturman,1,1,0.87,0,
langston,1,1,0.35,0,
1925stockton,1,1,0.54,0,
paralegal,1,1,0.46,0,
jaimes,1,1,0.6,0,
marcella,1,1,1.53,0,
ginger,2,1,1.66,0,
northpennadoptionrecords,1,1,2.31,0,
bradenton,3,5,0.98,0,
checker,4,17,2.9299999999999997,1,
rodriguez,18,22,13.84,0,
downing,2,4,1.0,0,
prado,1,4,0.66,0,
producer,1,1,0.66,0,
irwin,3,6,1.42,0,
buystedt,1,1,1.2,0,
papanikolaou,1,1,0.61,0,
checked,1,1,0.98,0,
449067312,1,1,0.99,0,
weil,3,9,1.85,0,
mcnellis,1,2,0.54,0,
sowersby,2,1,0.78,0,
condra,1,1,0.59,0,
rachlin,1,1,1.18,0,
pothier,1,1,0.38,0,
darken,1,1,1.11,0,
surrender,1,1,1.78,0,
marsh,6,8,2.6300000000000003,0,
ludwell,1,1,1.17,0,
parlett,1,1,0.61,0,
gendrot,1,2,0.31,0,
tanirah,1,1,0.42,0,
emerico,1,1,0.1,0,
cathcart,1,1,0.36,0,
redwood,4,5,3.92,0,
vitals,2,2,1.13,0,
wadsworth,2,1,1.54,0,
marthas,1,1,1.11,0,
sorrell,3,4,1.7500000000000002,0,
jaimee,1,1,0.21,0,
ott,4,8,1.4,0,
faller,1,2,0.62,0,
tuscumbia,1,1,1.81,0,
marry,1,1,0.46,0,
nidhi,2,4,2.16,0,
what's,17,42,13.04,1,
bevington,1,1,1.1,0,
lowder,1,2,0.88,0,
index,261,2935,345.86999999999995,2,
chalfont,1,1,0.59,0,
gwinett,1,1,0.71,0,
eberhart,1,1,1.06,0,
vitale,1,1,0.57,0,
poteete,1,1,0.06,0,
tatem,2,1,0.98,0,
emerick,2,1,1.32,0,
tocoa,1,0,0.15,0,
evelyn,13,16,13.31,0,
decatuer,1,1,0.74,0,
weakley,2,2,0.95,0,
mikrut,1,1,0.33,0,
omon,1,1,0.66,1,
christ,9,29,6.05,0,
threlfall,1,2,0.8,0,
foreign,4,5,6.16,0,
bakerd,1,1,0.62,0,
inder,1,6,1.2,0,
weld,1,2,1.16,0,
jerellnealy,1,1,0.75,0,
elvira,2,1,1.38,0,
bettina,2,3,2.78,0,
niquette,1,1,1.27,1,
staszowski,1,1,1.32,0,
dillenburg,1,1,0.56,0,
surrendered,2,3,2.52,1,
stoudt,1,1,0.67,0,
gotta,1,1,2.1,0,
10thexamno2004232,1,1,0.13,0,
supply,1,1,0.6,0,
dickmeyer,1,1,0.21,0,
voegele,1,1,1.12,0,
mohawk,1,1,1.55,0,
marty,3,8,1.9400000000000002,0,
freshman,1,2,0.49,0,
komarvaros,1,1,2.06,0,
mowatt,2,1,0.54,0,
norsworthy,1,1,0.9,0,
herad,1,1,1.48,0,
longmeadow,2,2,0.78,0,
gentilcore,1,1,0.97,0,
salluto,1,1,1.3,0,
hollomon,1,1,0.53,0,
vanfleet,1,2,1.15,0,
omps,1,1,1.14,0,
marti,1,1,1.19,0,
gendron,1,1,0.78,0,
belia,1,1,0.42,0,
dufina,1,0,1.39,0,
lahym,1,1,1.95,0,
unity,2,2,1.7,0,
farther,2,3,3.05,0,
marta,1,1,1.67,0,
saskatchewan,1,1,0.17,0,
rozalyn,2,1,1.88,0,
crandall,1,1,0.21,0,
mccray,1,1,0.9,0,
birtyh,2,2,2.29,0,
our,2,2,1.72,0,
vickie,2,2,1.46,0,
out,917,2273,881.3199999999998,29,
opp,1,1,0.03,0,
fallas,1,1,0.97,0,
falling,1,1,0.69,0,
starnes,1,1,0.75,0,
went,1,3,0.55,0,
ronnie,4,3,4.64,0,
briella,1,2,0.57,0,
megan,14,17,8.91,1,
stirt,1,2,0.55,0,
mecosta,3,4,2.48,0,
schade,1,1,1.22,0,
wenc,1,2,0.6,0,
maglish,1,1,0.29,0,
fredericksburg,1,2,0.43,0,
depaul,3,4,2.77,0,
groups,1,1,2.11,0,
alighieri,1,3,0.16,0,
milelli,1,1,0.99,0,
locken,1,1,0.35,0,
kyna,3,3,1.17,0,
cricket,1,1,0.17,0,
vinci,3,4,1.31,0,
compare,1,1,0.3,0,
locker,2,1,1.64,0,
oof,1,1,1.22,0,
tapani,1,1,0.35,0,
indin,2,3,0.6799999999999999,0,
camphill,1,1,1.78,1,
indio,2,2,2.6,0,
velez,1,1,1.66,0,
copyofbirthcertificate,1,1,0.46,0,
sicilian,1,5,1.14,0,
whwew,1,1,1.83,0,
boiling,1,1,1.38,0,
wygant,3,80,2.84,0,
chester,14,24,11.100000000000001,1,
stough,1,1,0.6,0,
hollister,2,2,1.1,0,
rummel,1,1,0.14,0,
locked,1,1,0.97,0,
certficates,1,1,1.3,0,
lynchburg,9,13,8.629999999999999,0,
dagitz,1,1,0.22,0,
orr,5,7,4.0600000000000005,0,
ground,1,3,0.29,0,
ord,1,1,2.08,0,
polley,2,2,2.09,0,
melone,1,1,0.36,0,
ore,3,4,2.42,0,
enid,13,14,9.91,0,
ransome,1,1,0.72,0,
fazio,2,6,1.58,0,
genesee,16,46,20.580000000000002,0,
org,30,181,34.12,1,
meloni,1,1,0.14,0,
ellicott,1,1,0.76,0,
giberti,1,1,0.86,0,
gauteng,1,1,0.75,0,
priscilla,11,12,10.770000000000001,0,
109,1,1,1.36,0,
union,16,17,14.920000000000002,0,
cetificates,1,1,1.6,0,
105,1,1,0.17,0,
molakai,1,1,0.61,0,
india,23,55,24.399999999999995,0,
102,2,2,1.16,0,
estrella,1,1,0.28,0,
101,1,1,0.55,0,
vince,1,1,0.31,0,
100,13,22,17.609999999999996,0,
searchfor,2,1,1.98,0,
rambough,1,1,1.15,0,
united,75,287,83.78,2,
stipe,1,1,0.41,0,
miracle,2,2,2.04,0,
gonzalez,20,37,14.170000000000002,0,
schlener,1,1,0.72,0,
a&channe,1,1,1.0,0,
barnacascel,1,1,1.28,0,
crystal,11,15,7.760000000000001,1,
masao,1,2,0.79,0,
surry,6,7,9.129999999999999,0,
livestock,1,2,0.12,0,
bignall,1,1,1.17,0,
belew,1,1,0.92,0,
ora,2,2,1.19,0,
pizzella,1,0,0.43,0,
teenagers,1,1,1.36,0,
neesheet,2,1,0.48,0,
wollgast,1,1,0.14,0,
gonzales,10,11,10.020000000000003,0,
lourdes,3,5,1.9100000000000001,0,
advertiser,1,2,0.49,0,
durso,1,3,0.13,0,
werw,1,1,0.38,0,
colette,3,4,1.6800000000000002,0,
old,124,293,114.38000000000002,2,
wert,3,3,1.76,0,
township,8,10,4.33,0,
anyones,4,4,3.71,0,
megee,1,1,0.31,0,
valencic,1,1,0.21,0,
birthcirtifcate,1,1,1.37,0,
veedersburg,1,1,0.25,0,
valencia,1,1,0.2,0,
birtth,1,1,0.81,0,
ole,2,3,0.27,0,
beliveau,1,1,0.35,0,
michoacan,4,4,5.23,0,
were,131,931,93.12999999999997,2,
ember,1,1,1.77,0,
durzo,1,1,1.09,0,
surnames,3,3,1.52,0,
murdock,5,5,4.69,0,
pudliner,1,1,0.92,0,
deshawn,4,4,5.88,0,
okc,6,8,1.9800000000000004,0,
1609866151,1,1,0.82,0,
dalene,1,2,0.38,0,
nyitra,1,1,1.8,0,
oberkirsch,1,2,0.5,0,
bd11,1,1,1.8,0,
marzi,2,2,0.38,0,
global,2,1,1.96,0,
bbmp,1,2,0.78,0,
albert,44,64,39.599999999999994,2,
ogdensburg,2,2,2.2800000000000002,0,
daniela,4,4,1.6,0,
narcissus,1,4,2.25,0,
sayno,1,1,0.72,0,
stipano,1,1,0.2,0,
pavlich,1,2,0.22,0,
soetoro,20,441,2.52,0,
digennaro,1,1,1.09,0,
hwang,1,1,1.06,0,
albers,2,2,0.96,0,
company,2,2,3.8,0,
schaaf,2,3,0.32,0,
imgsrc,1,1,0.4,0,
stitch,1,2,1.36,0,
daniels,10,13,8.89,0,
gotha,1,0,1.43,0,
sayoc,1,1,0.87,0,
west,205,1143,201.64000000000016,1,
797729,1,1,0.58,0,
alsberg,1,2,0.4,0,
staples,1,1,0.73,0,
shremonte,1,1,0.75,0,
34758,1,1,0.14,1,
niespodziany,2,1,0.9,0,
gartrell,2,2,1.81,0,
ona,1,1,1.73,0,
fleming,1,1,0.65,0,
one,25,29,28.110000000000003,1,
brittney,3,4,2.9,0,
greenfield,3,7,3.17,0,
birtrh,1,2,1.13,0,
dalhart,1,1,1.34,0,
southgate,1,1,1.07,0,
elviis,1,1,1.48,0,
minute,1,1,0.79,0,
dujon,1,1,0.59,0,
1880s,1,2,1.01,0,
ont,1,1,1.55,0,
judy's,1,1,0.5,0,
minuto,1,1,1.25,0,
wellington,1,1,0.34,0,
stitt,1,1,0.85,0,
velma,2,1,1.3599999999999999,0,
enew,1,1,0.43,0,
birthand,1,1,0.61,0,
keweenaw,1,1,2.27,0,
oma,1,4,0.65,0,
sourav,2,2,1.38,0,
beattyville,1,1,1.13,0,
broschinsky,2,1,0.88,0,
billington,3,3,1.59,0,
moffitt,1,1,0.5,0,
omc,1,1,1.48,0,
geovany,1,1,0.33,0,
koslowsky,1,1,0.59,0,
neosho,1,1,0.92,0,
pensicola,1,2,0.75,0,
kyla,2,4,1.81,0,
clearance,1,1,1.09,0,
cwiklinski,2,3,1.64,0,
berkeley,6,6,4.42,0,
kyle,25,31,19.189999999999998,0,
adney,1,1,1.02,0,
savage,3,3,3.16,1,
kloack,1,2,0.67,0,
vuilleumier,1,3,1.03,0,
piazza,2,2,1.22,0,
quanstrom,1,1,0.81,0,
channel,1,1,0.72,0,
lytle,2,3,0.59,0,
bara,1,1,1.39,0,
arden,3,4,1.6099999999999999,0,
solboe,1,1,1.11,0,
mannato,1,3,1.23,0,
durns,1,1,0.09,0,
barb,2,3,2.29,0,
mishayla,1,1,0.72,0,
chesterfield,1,2,1.85,0,
drouin,1,1,0.6,0,
arnold's,2,1,2.08,0,
gulotta,1,2,0.36,0,
bovender,1,1,0.7,0,
christianson,2,2,0.89,0,
swierzewski,1,1,0.71,0,
tawnia,1,1,0.69,0,
barr,6,9,3.83,0,
rexburg,1,1,0.52,0,
surbida,1,1,0.49,0,
married,7,10,2.68,0,
baro,1,1,0.43,0,
krantweiss,1,1,1.65,0,
bark,1,1,1.27,1,
ruthbihn's,1,0,0.3,0,
bari,1,3,1.54,0,
riskus,1,1,0.89,0,
sondee,1,1,1.24,0,
catonsville,1,0,0.46,0,
pacheco,1,5,2.01,0,
duplicate,7,9,10.45,0,
78956,1,1,0.31,0,
tait,1,2,0.23,0,
geovanna,1,1,0.86,0,
solebury,1,1,0.97,0,
shown,1,1,0.96,0,
groomster,1,1,1.57,0,
fodor,1,1,0.71,0,
wide,3,2,2.38,0,
geovanni,1,1,0.3,0,
donajue,1,1,0.36,0,
shows,2,4,1.31,0,
alen,1,1,0.14,0,
divers,1,1,0.64,0,
brungardt,1,1,0.74,0,
alex,24,41,20.479999999999993,0,
aley,1,1,1.65,0,
strittmatter,2,1,3.06,0,
spenner,1,2,0.95,0,
brisbois,1,1,1.15,0,
depart,1,1,1.33,0,
birthcertifcate,2,5,2.37,0,
denziel,1,1,0.51,0,
daveand,1,1,0.93,0,
sawyer,5,6,6.23,0,
biswal,1,1,0.63,0,
catudio,1,1,1.6,0,
nuran,1,1,0.84,0,
tahl,2,2,2.42,0,
mates,2,1,2.08,0,
burens,1,1,0.63,0,
aldrich,2,3,1.17,0,
hanuman,1,1,1.04,0,
mateo,12,10,13.040000000000001,0,
bialogical,1,1,0.28,0,
tracewell,1,1,0.18,0,
patient,46,506,33.74,0,
bath,3,4,2.5600000000000005,0,
neponsit,1,1,0.6,0,
bate,1,1,0.93,0,
hinesville,1,1,1.29,0,
beneteau,1,1,1.45,0,
gildea,1,1,1.23,0,
melrose,3,3,3.5999999999999996,0,
okeechobee,1,1,1.34,0,
warriner,1,1,0.34,0,
salvation,4,11,5.3500000000000005,0,
bart,1,2,1.5,0,
cicero,1,3,0.83,0,
benoit,1,1,0.09,0,
katara,1,3,0.46,0,
20free,1,1,0.65,0,
bass,4,4,2.62,0,
comfort,2,2,1.9,0,
simptoms,1,2,0.59,0,
etowah,1,1,1.42,0,
base,29,46,37.67000000000001,0,
pasdertz,1,1,0.47,0,
1052bruyn,1,1,0.62,0,
vetting,1,1,1.43,0,
liebermann,1,1,0.92,0,
cabot,3,5,1.2799999999999998,0,
kyra,1,1,0.56,0,
proctor's,1,1,0.68,0,
hissa,1,1,0.49,0,
magdalen,1,1,0.52,0,
masingita,1,3,0.48,0,
crush's,0,2,0.0,0,
gateway,1,2,3.65,0,
ardis,2,2,1.34,0,
williamsport,4,4,3.9400000000000004,0,
seligman,2,2,2.45,0,
adoptoation,1,1,1.34,0,
breslau,2,1,1.6,0,
marquita,1,2,0.6,0,
hulsey,1,1,0.46,0,
software,1,1,0.46,0,
band,4,5,1.46,0,
jubilee,1,1,0.64,0,
michelle,64,98,42.08000000000003,2,
tano,1,1,1.17,0,
schroeder,7,8,5.5200000000000005,0,
citrust,1,1,1.8,0,
bank,4,2,2.3,0,
shawne,1,1,0.36,0,
methodist,13,22,10.700000000000001,0,
balt,1,2,0.1,0,
michella,1,1,0.33,0,
burkman,1,1,0.31,0,
nehalem,1,1,0.16,0,
jenson,1,3,0.65,0,
alia,2,4,1.17,0,
bamc,1,1,0.32,0,
baugher's,1,1,0.81,0,
hamberg,1,1,0.77,0,
cambrigeshire,1,1,0.94,0,
bama,2,2,0.22,0,
joplin,1,1,1.96,0,
denton,8,10,8.13,0,
peluso,3,5,2.19,0,
nevren,1,1,1.53,0,
tinsley,2,3,1.4700000000000002,0,
lds,20,66,24.44,0,
gerber,2,2,3.0,1,
voris,1,1,0.77,0,
partin,1,2,1.33,0,
kowzan,1,2,1.12,0,
roselyn,1,1,0.81,0,
pallante,1,1,0.52,0,
matin,1,2,1.39,0,
alla,1,1,0.33,0,
morita,1,2,0.79,0,
lab,1,2,1.94,0,
lanser,1,3,0.02,0,
lac,2,3,2.88,0,
hafner,2,3,3.2699999999999996,0,
lah,1,1,1.72,1,
southport,2,3,2.1,0,
ally,4,3,1.9,0,
alma,7,8,8.44,1,
lai,1,1,1.5,0,
46371,1,1,1.8,0,
gevoglanian,1,1,0.24,0,
marrige,1,1,0.53,0,
alls,1,4,2.93,0,
lam,1,1,0.2,0,
bapp,1,1,0.55,0,
analayas,1,1,1.1,0,
las,32,47,28.030000000000005,0,
talk,1,1,0.51,0,
shawna,3,3,1.97,0,
law,12,21,14.8,0,
benona,1,5,0.82,0,
odonald,1,1,0.65,0,
amedio,1,2,0.66,0,
fordham,3,5,0.8500000000000001,0,
schiller,1,1,0.74,0,
banu,1,1,1.2,0,
awmiller,1,1,1.98,0,
bailiegh,1,1,2.37,1,
benoni,2,5,1.5499999999999998,0,
kacee,1,1,0.85,0,
zaeli,1,3,0.14,0,
take,10,15,9.579999999999998,0,
retrieve,8,17,14.55,1,
lbj,2,2,2.58,0,
krafsig,1,2,0.43,0,
tenorio,1,2,1.25,0,
dryfuse,1,1,0.28,0,
lacasse,1,1,0.34,0,
graphs,1,1,1.35,0,
alibrandi,1,1,0.45,0,
sacramento,32,79,36.31999999999999,0,
kazalski,1,1,1.19,0,
molinski,1,1,0.84,0,
munro,3,2,1.3900000000000001,0,
leput,1,1,0.79,0,
springtown,1,1,0.24,0,
historic,1,2,3.04,0,
bethany,8,9,5.99,0,
stowers,1,1,0.34,0,
maldonado,3,7,1.6,0,
3013,2,2,1.6,0,
herndon,2,2,2.0700000000000003,0,
matos,1,1,0.9,0,
garth,3,2,1.83,0,
caudell,1,1,1.43,0,
roxbury,0,1,0.0,0,
wild,3,3,1.75,0,
forums,2,4,5.85,0,
potina,1,1,0.24,0,
mothers,70,115,99.89000000000001,2,
tappahannock,1,1,1.34,0,
possums,1,1,0.26,0,
keonte,1,0,0.47,0,
liddy,1,1,1.24,0,
villalobos's,1,1,0.53,0,
cicely,1,1,0.32,0,
shoop,1,1,1.98,0,
triplets,1,2,0.82,0,
tara,9,10,8.649999999999999,0,
alme,1,1,0.47,0,
kheaven,1,1,0.82,0,
3002,1,1,0.33,0,
kathryn,9,13,8.36,0,
will,29,40,30.500000000000004,0,
michagan,1,1,1.72,0,
wisniewski,1,1,1.45,0,
obamasbirthcertificate,1,1,0.14,0,
perriello,1,1,0.78,0,
virtual,2,2,1.18,0,
shore,2,2,0.8899999999999999,0,
garro,1,1,1.43,0,
tapp,2,2,1.26,0,
empire,1,1,1.51,0,
announce,5,9,2.9,0,
truppi,1,1,0.68,0,
garry,1,1,0.37,0,
short,9,8,6.199999999999999,0,
elkes,1,1,0.38,0,
figari,1,1,0.51,0,
larkins,1,1,0.08,0,
marjorie,9,9,6.11,1,
melody,1,1,0.9,0,
wadley,1,1,0.65,0,
samborska,1,2,0.11,0,
mansfield,9,14,8.18,0,
omaha,21,39,23.54,2,
casciani,1,1,0.77,0,
casciano,1,1,0.88,0,
hialeah,2,2,2.3899999999999997,0,
goldberg,2,4,0.93,0,
joleigh,1,1,0.39,0,
boxford,1,1,1.26,0,
garst,2,2,1.35,0,
odette,1,1,0.94,0,
master,5,4,3.58,0,
elender,1,1,1.23,0,
aloi,1,1,0.7,0,
serayah,1,2,0.33,0,
korany,1,2,0.75,0,
klotz,1,1,1.59,0,
sep�lveda,1,1,1.05,0,
christal,1,1,1.26,0,
taos,4,4,4.04,0,
agamemnon,1,1,0.85,0,
litulumar,2,0,0.6,0,
bodnar,1,2,0.3,0,
jerval,1,1,0.7,0,
stadler,1,1,0.16,0,
dragoo,1,1,1.31,0,
foreman,2,1,1.9,0,
shots,1,1,1.54,0,
howard,43,51,37.81,0,
dundalk,1,1,0.31,0,
feldstein,1,1,1.22,0,
benning,1,1,1.03,0,
witschi,1,1,0.9,0,
parton,1,1,0.36,0,
baum,1,0,0.57,0,
garza,6,6,4.819999999999999,0,
atwood,2,2,1.69,0,
norfolk,16,19,20.01,0,
bloomsburg,2,1,1.69,0,
bailynicoleclenndininn,1,1,2.62,0,
roseman,3,6,3.31,0,
baus,1,1,0.98,0,
metwally,1,1,0.26,0,
presents,1,2,0.29,0,
clubs,1,2,0.54,0,
surch,1,2,2.06,0,
baumgartner,1,4,0.92,0,
fedorovka,1,3,0.17,0,
munoz,2,2,1.28,0,
