word,clicks,impressions,cost,convertedClicks
marlene,5,7,3.8499999999999996,0,
rowland,3,7,2.37,0,
8&aq,1,1,1.0,0,
cork,4,5,3.37,0,
cheska,1,1,0.83,1,
walsh,8,9,7.73,0,
cort,3,2,3.03,0,
gudah,1,1,0.84,0,
soweidan,1,1,0.29,0,
burney,2,2,1.66,0,
hurricane,3,2,5.92,0,
nchito's,2,1,1.76,0,
karintha,1,1,0.96,0,
faltermier,1,1,1.39,0,
kangaroo,1,5,0.48,0,
shawano,1,1,0.16,0,
cory,4,6,4.68,0,
dorice,1,1,1.08,0,
rzad,1,1,0.44,0,
ginman,1,2,0.52,0,
bhongir,1,1,0.83,0,
sacret,3,3,3.7600000000000002,0,
barea,1,3,0.71,0,
blake,12,12,9.879999999999999,1,
zebell,1,1,0.89,0,
houpt,1,1,0.31,0,
nathalie,1,1,0.73,0,
blais,1,3,1.54,0,
sacred,4,7,2.84,1,
blair,5,5,4.11,0,
bartlett,2,3,2.61,0,
grushecky,1,1,0.91,0,
ristau,1,1,0.28,0,
aposte,1,1,1.01,0,
philson's,1,1,0.44,0,
alvin,8,14,4.720000000000001,0,
kalpin,1,1,0.69,0,
increase,1,1,0.7,0,
treadaway,2,4,1.97,0,
cord,1,2,0.8,0,
csn,1,1,0.55,0,
bethesda,4,4,3.1799999999999997,1,
cora,3,4,3.21,0,
pittsburg,3,3,2.1,0,
raymonds,1,4,0.43,0,
heavenly,1,2,0.3,0,
oreilly,1,1,1.5,0,
angelastro,1,1,1.3,0,
abner,1,2,0.6,0,
stepan,1,1,0.03,0,
sheely,2,2,1.87,0,
redondo,1,0,0.58,0,
nacke,1,1,0.4,0,
lowther,1,1,0.87,0,
cohn,4,10,2.25,0,
house,19,24,19.43,1,
baque,1,1,1.84,0,
pensylvania,1,1,1.52,0,
age52,2,3,0.52,0,
jarrod,4,8,3.21,1,
kyron,1,1,0.75,0,
teofilo,2,1,0.54,1,
rosenthal,2,3,1.06,0,
owino,1,2,0.53,0,
hoopii,1,1,1.77,0,
henson,3,4,2.55,0,
birthing,17,86,9.840000000000002,0,
freelands,1,1,0.41,0,
skotarek,1,1,0.3,0,
trevor,8,8,8.799999999999999,0,
sheena,1,1,1.27,0,
sweetwater,2,2,3.59,0,
madical,1,2,0.78,0,
mallard,1,2,1.6,0,
drugs,1,1,0.54,0,
hours,2,2,1.54,0,
generals,1,1,0.36,0,
foltz,1,1,1.54,0,
sertificapion,1,1,1.98,0,
fairhaven,1,1,1.28,1,
perico,1,1,0.89,0,
capistrano,1,2,0.83,0,
age58,1,1,0.66,0,
opittek,1,1,0.77,0,
goad,1,1,1.09,0,
cdc,4,17,2.9699999999999998,0,
abney,1,1,0.51,0,
burnie,2,11,0.69,0,
stephaime,1,1,0.3,0,
remove,2,2,3.24,0,
bonnie,12,17,14.159999999999998,0,
caudle,1,3,0.8,0,
beiser,1,1,0.77,0,
londergan,1,1,0.42,0,
stoolman,1,1,0.46,0,
hostipal,2,2,2.15,0,
cer,6,45,7.1899999999999995,0,
halvorsen,1,1,1.33,0,
elbert,1,1,1.48,0,
lifelong,1,4,0.82,0,
according,5,5,3.13,0,
ceo,1,1,0.51,0,
mirror,1,1,0.25,0,
modern,1,1,1.42,0,
duane,12,26,10.53,0,
brummett,3,4,1.71,0,
delisi,1,1,0.43,0,
recordwv,1,1,0.64,0,
reecords,4,8,6.73,0,
friedenberg,1,2,0.23,0,
cenus,1,0,1.06,0,
kazakhstan,2,2,2.29,0,
clarksburg,3,2,2.67,0,
blank,15,86,14.799999999999999,0,
rumely,1,1,1.29,0,
mollie,1,2,0.22,0,
coen,1,1,0.73,0,
petarra,1,0,0.94,0,
wyckoff,2,2,2.51,0,
stcyr,1,1,0.96,0,
cfo,1,1,0.91,0,
noland,1,1,1.39,0,
folden,1,1,0.91,0,
levitt,1,1,0.54,0,
nivember,1,1,0.2,0,
certificatefor,1,6,1.45,0,
cushing,2,2,1.42,0,
hailey,1,1,0.41,0,
drybirth,1,1,0.27,0,
carpenters,1,1,0.98,0,
bland,5,7,4.25,0,
cody,21,35,19.47,1,
debbie,9,11,4.96,0,
galileo's,1,3,0.16,0,
colt,1,2,0.72,0,
dinapoli,2,6,1.49,0,
lemonds,1,1,1.15,0,
chancey,1,1,0.85,0,
records1,2,2,1.92,0,
hamiter,1,1,0.69,0,
together,1,2,0.71,0,
norfleet,1,1,1.65,0,
colb,1,1,0.87,0,
hailee,2,2,2.9,0,
torbellinos,1,1,0.22,0,
cole,17,22,12.729999999999997,2,
hows,1,1,0.57,0,
saturday,1,1,0.26,0,
fenlon,1,1,0.44,0,
goff,2,3,2.01,0,
goes,2,4,2.23,0,
howe,3,2,1.7,0,
wilder's,1,1,0.71,0,
emefiele,3,15,1.38,0,
genius,1,1,0.59,0,
certified,80,1450,102.85,2,
freebmd,1,1,0.73,0,
winters,2,2,0.8400000000000001,0,
sauquoit,1,2,1.82,0,
delfina,1,1,1.02,0,
lahouse,1,2,0.79,0,
graham,21,33,16.61,0,
nilla,1,1,0.14,0,
enloe,1,1,0.61,0,
plaskett,1,2,0.85,0,
mssm,1,1,0.77,0,
dateof,5,5,5.430000000000001,0,
certificsate,1,1,1.65,0,
cardholder's,1,1,0.92,0,
recordsn,1,1,1.42,0,
solution,1,1,0.49,0,
leibman,1,1,0.58,0,
blocker,2,2,1.08,0,
evaluation,2,1,1.24,0,
champaign,6,10,7.190000000000001,0,
hendershot,1,1,0.75,0,
blase,1,1,1.13,0,
calabrias,1,1,0.8,0,
burchell,1,1,1.63,1,
gohn,1,4,0.4,0,
bonner,2,4,0.32999999999999996,0,
altschuler,1,2,0.36,0,
kovler,1,6,0.63,0,
seuss,1,6,0.14,0,
master's,2,1,1.06,0,
norristown,2,5,1.47,0,
besaw,1,1,1.3,0,
adam,37,44,30.179999999999996,0,
chances,2,5,1.69,0,
seymour,9,9,10.49,0,
gogh,2,2,0.42000000000000004,0,
coil,1,1,0.82,0,
ysleta,0,1,0.0,0,
ebloiso,2,1,1.84,0,
sheetz,1,1,0.81,0,
certifics,2,2,3.41,0,
stubblefield,1,1,1.34,0,
adel,2,2,1.9,0,
berth,11,1572,6.470000000000001,0,
studer,1,1,0.19,0,
paredes,1,1,0.83,0,
loreena,1,2,1.0,0,
bartsch,1,2,0.73,0,
natchez,2,4,1.21,0,
klenck,1,1,0.15,0,
gullett,1,1,1.16,0,
helenand,1,1,0.4,0,
lomond,1,1,1.69,0,
brookline,3,4,1.77,0,
beamer,1,1,1.21,0,
indonesia,4,8,2.89,0,
mchenry,3,3,2.8400000000000003,1,
botsford,2,3,3.34,0,
spider,1,1,1.02,0,
eby,3,4,2.51,0,
salonika,1,1,0.76,0,
estonia,1,2,3.04,0,
caswell,2,2,1.37,0,
08302,1,1,0.62,0,
chrisleys,1,1,0.68,0,
irano,1,7,0.63,0,
ean,1,3,1.68,0,
dimig,1,1,1.17,0,
franklincovey,1,1,0.73,0,
eau,6,12,3.9299999999999997,0,
narvarro,1,1,1.05,0,
certifocation,1,2,1.14,0,
surrogate's,1,1,2.3,1,
danny,10,17,10.19,0,
find10th,1,2,0.62,0,
anderson,63,80,53.37000000000001,1,
hartford,27,122,27.78,0,
holecek,1,1,0.3,0,
earhart,3,10,2.58,0,
95240,1,3,0.29,0,
sothern,1,1,1.09,0,
piatt,2,2,1.26,0,
melvin,12,15,12.07,0,
berry,12,16,10.82,0,
write,7,8,5.17,0,
ohiocounties,5,1,4.4,0,
milledgeville,2,4,1.19,0,
morales,6,8,6.380000000000001,0,
marlee,1,1,1.46,0,
sibiling,1,1,1.17,0,
bobendrier,1,0,0.35,0,
minors,1,2,0.43,0,
unsealing,4,12,6.9799999999999995,1,
macalester,2,2,2.44,0,
minoru,1,1,1.03,0,
delima,1,1,0.64,0,
tuberculosis,2,2,1.31,0,
wanda,13,21,9.58,0,
colquitt,3,4,3.17,0,
gredysa,2,2,0.7,0,
liberatore,1,1,0.68,0,
cleopatra,2,10,0.98,0,
civilization,1,1,0.67,0,
vietnm,1,1,0.21,0,
ocampo,1,4,0.74,0,
stanilonis,1,1,1.15,0,
saultis,1,1,0.79,0,
horton,3,4,1.7999999999999998,0,
frable,1,2,1.21,0,
jeralean,1,1,0.4,0,
antoinette,6,7,2.72,0,
hostpial,1,1,0.39,0,
adio,1,1,0.83,0,
charlcie,1,3,1.94,0,
spotsylvania,1,1,0.39,0,
canutillo,1,1,1.35,0,
viewable,1,1,0.72,0,
pyle,2,2,1.8599999999999999,0,
dante,3,5,2.48,0,
nicholasville,1,1,0.83,0,
idoko,1,1,0.63,0,
adja,1,1,0.64,0,
cleburne,1,1,0.96,0,
adkins,3,3,2.8999999999999995,0,
brithcertificat,1,1,1.03,0,
hannefey,2,2,1.65,0,
goracke,1,0,0.98,0,
age68,1,1,0.46,0,
serino,1,1,0.69,0,
swmc,1,1,0.43,0,
carruth,1,1,2.27,0,
sincavich,1,1,0.29,0,
tristin,1,2,0.74,0,
pekol,1,1,0.88,0,
payslip,1,1,0.25,0,
pinker,1,1,0.14,0,
ratna,1,1,0.48,0,
tieri,1,1,0.13,0,
joyner,3,4,3.67,0,
taina,1,1,0.71,0,
ny1921,1,1,0.76,0,
1950's,6,8,8.3,0,
mescher,1,1,1.18,0,
mcvay,2,2,2.51,0,
g's,1,18,1.69,0,
chevonne,1,2,0.34,0,
stockstill,1,1,0.89,0,
zeeland,2,2,3.3200000000000003,0,
abrams,3,3,2.89,0,
armand,2,5,2.29,0,
bieths,1,1,0.59,0,
gargone,1,1,0.72,0,
collier,7,8,5.69,0,
snohomish,1,3,0.72,0,
dste,1,2,1.02,0,
kennedi,1,2,0.6,0,
island,99,216,105.92000000000003,3,
amelia,6,12,7.25,0,
8145135,1,1,0.07,0,
narvette,1,1,0.15,0,
phoenix,35,66,34.21,2,
shaheen,1,5,0.93,0,
edgefield,4,2,5.26,0,
nadim,2,3,0.67,0,
gaspard,1,1,0.48,0,
brently,1,1,0.76,0,
gayla,1,1,0.75,0,
nationwide,2,3,2.57,0,
edawrd,1,1,1.82,0,
poarch,1,4,0.23,0,
raton,5,9,2.31,0,
nadie,1,1,0.25,0,
gayle,7,8,7.45,0,
ridinger,2,1,3.42,0,
nadia,1,1,0.71,0,
sabados,1,2,0.69,0,
kennedy,19,33,17.180000000000003,0,
dye,3,3,2.85,0,
daniel,97,152,75.07000000000004,4,
heimann,1,1,0.7,0,
bettalian,2,1,0.76,0,
satoshi,2,1,0.98,0,
fenner,2,5,0.79,0,
buncombe,8,27,9.84,1,
birnel,1,1,1.05,0,
benham,1,1,0.68,0,
lumberton,4,4,3.7800000000000002,0,
toogood,1,1,0.42,0,
nuno,1,1,0.43,0,
okereke,1,3,0.36,0,
nunn,1,2,0.41,0,
jovan,2,3,2.25,0,
fully,0,6,0.0,0,
cherokee,13,34,11.95,0,
danie,1,1,0.55,0,
80631,1,1,1.1,0,
iowa,233,1388,288.5099999999999,2,
ladies,1,1,0.46,0,
sprague,1,1,0.51,0,
kadetsky,1,5,1.19,0,
kathleen,44,56,39.12,0,
letizia,1,1,1.29,0,
mildred,9,15,9.200000000000003,0,
tiffey,1,2,0.4,0,
rashid,1,2,0.33,0,
clinkscales,1,2,0.6,0,
collins,20,22,15.530000000000001,0,
caflisch,1,1,0.41,0,
dimas,4,6,4.2700000000000005,1,
dimat,1,1,1.08,0,
accessing,5,5,7.65,1,
vicky,6,7,4.56,0,
bodega,1,2,0.6,0,
bapat,1,1,0.29,0,
medellin,2,2,1.2000000000000002,0,
zdoblack,1,1,0.56,0,
numc,2,1,2.5,0,
rinsing,1,1,0.45,0,
halifax,3,7,3.87,0,
juste,1,1,1.6,0,
touzin,1,8,0.01,0,
cirticicate,1,1,1.73,0,
tieva,1,4,0.5,0,
vicki,6,7,4.03,0,
missiouri,1,2,1.19,0,
mathews,8,12,10.049999999999999,1,
wwwneyo,1,1,0.78,0,
goalpara,1,2,1.46,0,
wilder,1,1,0.44,0,
carmona,1,1,0.61,0,
lasch,1,1,0.92,0,
rayford,1,1,0.51,0,
cascio,1,1,1.21,0,
null,2,2,0.47,0,
berks,6,10,5.999999999999999,0,
tronson,1,1,0.88,0,
hegar,1,1,0.01,0,
dollars,1,3,1.45,0,
rockville,3,3,2.27,0,
milmed,1,1,0.94,0,
munford,1,3,0.65,0,
bryson,3,4,1.23,0,
03051970,1,1,0.62,0,
dvm,1,1,1.11,0,
cetiviget,1,1,0.67,0,
birthsmarch25,1,1,0.19,0,
willcountybirthrecords,1,1,1.67,0,
dattatreya,1,3,0.04,0,
fulks,2,2,2.42,0,
showbasicsearch,1,2,1.8,0,
freital,1,4,1.92,0,
recotds,1,2,1.07,0,
keola,2,2,2.23,0,
deming,2,4,2.74,0,
kurtis,1,1,1.14,0,
grossrieder,1,1,0.35,0,
birthday's,4,7,3.5999999999999996,0,
kansas,221,1852,253.87000000000003,9,
markus,2,3,1.05,0,
taiwo,1,2,0.9,0,
ingledew,1,1,0.91,0,
investigator,2,4,2.83,0,
fridley,1,1,0.85,0,
northcarolinaadoptionlawsaccessto,2,1,3.78,0,
otis,5,5,3.2699999999999996,0,
fever,1,1,0.82,0,
tiffin,3,3,2.56,0,
bayonne,2,2,1.48,0,
ciarella,1,1,0.63,0,
gruehn,1,1,0.97,0,
mayaangelou,1,1,0.35,0,
wanna,2,4,1.1800000000000002,1,
norwell,2,1,0.96,0,
tashaun,1,1,0.53,0,
alessa,1,1,1.09,0,
loysville,1,1,1.03,0,
ozwald,1,1,0.19,0,
chattahoochee,1,8,1.34,0,
shnauge,1,1,1.97,0,
recoreds,6,7,8.44,0,
tucci,1,1,0.74,0,
haysville,1,1,1.4,0,
birtbdate,1,1,0.74,0,
tristan,2,2,0.99,0,
dolemo,1,1,0.54,0,
miklowski,1,1,0.53,0,
savanna,1,1,1.31,0,
adolay,1,1,0.23,0,
arround,1,2,2.46,0,
81506,1,1,0.38,0,
wadena,1,1,1.18,0,
highway,1,1,1.37,0,
pinkow,1,1,0.69,1,
puckett,1,2,0.37,0,
vandergriff,1,1,1.69,0,
preadoption,1,1,1.02,0,
hayslett,1,1,0.67,0,
delian,1,1,1.02,0,
geneolgy,1,1,0.69,0,
fathet,1,1,0.56,0,
colton,3,3,3.55,0,
father,1144,3992,975.4299999999997,20,
santa,52,120,56.49999999999997,2,
wilkerson,1,2,2.03,0,
piepszny,1,1,0.85,0,
mazzagatti,1,1,0.86,0,
loutan,1,1,0.43,0,
sailors,1,1,0.67,0,
fathee,1,4,0.74,0,
cogill,1,1,1.03,0,
otha,1,2,0.45,0,
mckensey,1,1,0.78,0,
oprah,1,1,1.85,0,
maagorda,1,1,1.52,0,
shaftet,1,2,0.39,0,
goins,1,1,0.51,0,
larisa,1,1,1.38,0,
otho,1,1,0.9,0,
creller,1,1,0.84,0,
gallagher,4,4,3.59,0,
afoption,1,1,0.77,0,
lichter,1,1,1.36,0,
nadal,1,1,0.13,0,
squire,3,4,2.8200000000000003,0,
breaking,1,1,0.57,0,
mathers,1,1,1.47,0,
intelligent,1,1,0.78,0,
dor,1,1,1.56,0,
otoe,1,2,0.55,0,
michael's,1,1,1.87,0,
statistis,2,1,2.78,0,
doo,1,1,0.46,0,
runge,2,4,0.58,0,
don,38,43,32.58000000000001,0,
dol,0,1,0.0,0,
jaramillo,1,1,0.52,0,
duvall,3,7,2.98,0,
doy,1,1,0.59,0,
dow,1,1,0.5,0,
anouncement,7,15,4.02,0,
prothero,1,1,0.97,0,
mutuma,1,1,0.07,0,
cornwall,2,2,1.2999999999999998,0,
dot,2,2,2.54,0,
humberto,1,1,0.61,0,
strange,2,2,2.04,0,
nature,1,1,0.81,0,
gatesville,3,2,1.42,0,
hoey,1,1,0.88,0,
pharrell,2,11,0.95,0,
vildozo,1,1,0.56,0,
eacker,1,1,0.88,0,
dps,1,2,0.56,0,
going,3,6,2.9,0,
dpm,1,1,0.37,0,
massushettes,1,1,1.21,0,
macintyre,1,1,0.29,0,
romeoville,1,1,0.39,0,
oakhurst,1,2,0.21,0,
delilah,2,3,1.37,0,
childers,1,1,0.62,0,
boschee,1,1,0.64,0,
statistic,8,18,10.889999999999999,0,
burman,1,1,0.47,0,
zwerner,1,1,0.39,0,
giannonatti,1,1,1.45,0,
williford,1,1,0.39,0,
ione,2,4,1.94,1,
roggasch,1,1,1.24,0,
menomonee,1,1,0.67,0,
lillian,17,19,11.750000000000002,2,
nadra,3,54,2.55,0,
bateman,4,6,1.9300000000000002,1,
exam,1,1,0.1,0,
cordray,1,1,0.77,0,
no0554,1,2,0.23,0,
frazier,8,14,3.79,0,
josette,1,1,0.37,0,
barbeau,1,1,0.32,0,
sentence,1,1,0.8,0,
bice,3,4,2.91,0,
akron,37,60,36.01,2,
hoch,1,0,1.11,0,
collection,3,2,1.37,0,
bich,1,1,0.26,0,
spring,19,23,20.29,0,
dmv,2,2,2.84,0,
cohoes,1,1,0.35,0,
heffron,1,1,2.36,0,
saucier,2,1,0.4,0,
printable,110,946,107.24999999999999,1,
allysa,1,1,0.24,0,
charleston,38,65,47.80000000000002,1,
chilldren,1,4,0.79,0,
dna,9,25,14.39,0,
vespignani,1,1,0.48,0,
evilsizer,1,1,1.14,0,
montanez,1,1,0.57,0,
payment,2,4,2.23,0,
bibb,3,5,2.67,0,
rickles,1,1,0.26,0,
paymeny,1,2,1.58,0,
hospitsl,1,1,0.27,0,
wallace,20,25,18.27,0,
hinckley,4,6,4.76,0,
balagtas,1,2,0.45,0,
relationship,2,2,2.86,0,
gerlando,1,1,0.32,0,
galena,1,1,1.14,0,
dob,1311,3673,791.2000000000003,17,
anedi,1,2,0.24,0,
dod,7,9,3.3200000000000003,0,
krastetter,1,1,0.15,0,
iola,3,3,2.91,0,
dog,21,43,26.0,0,
mesquite,4,7,5.54,0,
ochoa,1,1,0.11,0,
dshs,1,1,0.85,0,
witte,1,1,1.3,0,
schwann,1,1,0.38,0,
kenneth,57,69,43.300000000000004,1,
tucky,1,1,1.67,0,
illinoi,1,1,1.64,0,
provide,1,2,0.78,0,
hoag,2,22,1.92,0,
feletto,1,2,1.5,0,
somerlot,2,2,2.2,0,
exes,2,3,1.6099999999999999,0,
dss,1,1,2.52,0,
pebbles,1,2,1.15,0,
framingham,6,5,5.680000000000001,0,
plantation,1,1,0.97,0,
shikora,1,1,1.46,0,
fuzesi,1,1,1.96,0,
stjohn,1,1,0.72,0,
atkins,3,3,4.4399999999999995,0,
lexie,2,2,2.98,0,
platte,6,9,7.329999999999999,0,
logie,2,1,0.94,0,
taranum,1,1,0.32,0,
whittaker,1,2,0.21,0,
harriett,2,3,0.66,0,
onsource,1,1,0.14,0,
platti,1,1,0.29,0,
illinos,1,1,1.36,0,
dte,4,5,3.8600000000000003,0,
almtoft,1,1,0.4,0,
dellaventura,1,2,0.46,0,
somone,1,1,0.71,0,
shiawassee,1,3,0.79,0,
hoan,1,1,0.62,0,
carrizalez,1,1,1.57,0,
vitalrecords,4,22,5.42,0,
saromaki,1,1,0.5,0,
reichenfeld,1,1,0.31,0,
mushawaka,1,1,0.72,0,
touchette,1,1,0.5,0,
bridenbecker,1,1,0.52,0,
hackett,1,1,0.47,0,
slaski,1,2,0.32,0,
logic,1,1,0.88,0,
dun,1,1,0.73,0,
sataro,1,1,0.12,0,
lamphere,1,1,2.15,0,
cibba,1,1,0.57,0,
janamkaundle,1,1,0.3,0,
duk,1,1,2.07,0,
due,7,26,5.27,0,
obtane,1,1,2.28,0,
darden,2,7,0.65,0,
official&client,1,1,1.0,0,
kriz,1,1,0.56,0,
plattsburgh,3,3,2.62,0,
rubinstein,3,4,2.4399999999999995,0,
carneiro,1,1,1.09,0,
oesau,1,2,0.27,0,
goldenberg,1,2,1.2,0,
randers,1,1,0.56,0,
bussing,1,1,1.26,0,
kyniston,3,4,1.71,0,
whittington,1,1,1.46,0,
manuella,1,1,0.86,0,
bergs,1,2,0.72,0,
harrisburg,17,43,18.49,0,
middlesboro,5,7,2.59,0,
ahern,1,1,1.08,0,
manuelli,1,1,0.13,0,
faizel,1,2,0.26,0,
schiavone,1,1,0.67,0,
wausau,6,16,8.17,0,
dasani,1,1,1.4,0,
thayer's,1,1,0.58,0,
ritzie,1,2,1.06,0,
danika,1,1,0.63,0,
steinmann,1,1,0.76,0,
ayson,1,1,0.94,0,
terrie,1,3,0.77,0,
instantly,5,6,8.37,2,
burkett,1,2,0.12,0,
kaiawe,1,1,1.27,0,
cadence,1,1,0.86,0,
panigutti,2,1,3.12,0,
adolfo,1,1,0.23,0,
certain,5,4,4.12,0,
dsd,1,1,0.47,0,
anouncemeny,1,1,0.19,0,
19071958am,1,1,0.41,0,
rauch,3,4,2.7600000000000002,0,
waimanalo,1,1,0.79,0,
mcvey,1,2,0.83,0,
escambia,5,14,7.23,0,
rescue,11,577,15.809999999999999,0,
marchell,1,1,0.34,0,
barack,74,483,14.45,0,
barach,1,1,0.73,0,
6.30,1,1,0.38,0,
fitzgerald,1,1,0.46,0,
publicbearthrecords,1,0,0.61,0,
ethel,8,10,9.14,0,
cerfte,1,1,0.59,0,
emmerling,1,1,1.26,1,
crrtificate,1,1,1.34,0,
califorrnia,1,4,0.96,0,
mcdonough,4,9,3.8099999999999996,0,
nadja,1,1,1.9,0,
did,14,17,11.91,0,
dia,1,1,0.66,0,
kettles,1,1,0.36,0,
galeti,1,1,0.78,0,
cienega,1,1,0.63,0,
andersen,5,5,6.47,0,
izabel,1,1,0.99,0,
masonic,1,2,1.63,0,
harsper,1,1,1.26,0,
garrick,1,2,1.86,0,
obtain,149,1565,236.86000000000013,3,
belonzi,2,1,1.2,0,
m2226125,1,1,0.23,0,
sanel,1,1,1.17,0,
danye,1,1,0.53,0,
canadian,52,160,68.98,0,
scherer,2,1,1.28,0,
adrian,11,30,7.41,0,
maywood,4,3,5.76,0,
hosptial,2,5,3.16,0,
dowdell,1,1,0.84,0,
rominyk,1,2,0.65,0,
cross,20,19,24.520000000000003,0,
der,2,2,0.94,0,
des,16,19,11.77,0,
pressutti,1,1,1.12,0,
brayson,1,1,0.47,0,
abdulhak,1,1,2.03,0,
gamerdinger,1,3,0.82,0,
otto,11,13,10.100000000000001,0,
corsicana,1,1,2.15,0,
montanna,1,1,1.56,0,
private,6,8,10.73,0,
madarevic,1,1,0.61,0,
dea,1,1,0.81,0,
dec,39,71,26.509999999999998,0,
dee,15,13,11.439999999999998,1,
seewald,1,9,0.96,0,
larry,51,55,34.86,0,
iglesias,2,2,0.83,0,
del,5,7,1.65,1,
dep,1,2,0.83,0,
greiner,1,1,2.07,0,
dominick,1,5,1.32,0,
dfs,1,2,0.5,0,
lionel,1,0,0.66,0,
perham,2,4,1.42,0,
squier,2,3,0.5599999999999999,0,
longsworth,1,1,1.4,0,
cherwinski,1,1,0.61,0,
dominica,1,1,1.38,0,
ardehali,2,1,0.78,0,
daneisha,1,1,0.71,0,
phyllis,9,11,9.6,0,
obtaining,32,335,41.15,3,
mutual,2,6,4.31,0,
plates,1,1,1.24,0,
southard,1,1,0.76,0,
tamblyns,1,1,0.14,0,
cohoma,1,1,1.77,0,
enmmc,1,1,0.39,0,
hughestown,1,1,0.66,0,
ciara,1,1,1.52,0,
guradian,1,1,1.11,0,
zuidema,1,1,0.55,0,
cdaughter,1,1,1.41,0,
hadley,2,4,2.56,0,
musleh,1,1,0.33,0,
kenya,21,31,11.329999999999998,0,
bier,3,4,1.99,0,
duivenvoorden,1,1,1.95,0,
marianna,6,6,3.24,0,
charity,6,6,4.13,0,
butters,1,1,0.77,0,
bien,1,5,0.94,0,
marianne,1,1,0.36,0,
jescelyn,1,6,0.56,0,
barnabas,1,1,1.67,0,
jonmamadov,1,1,0.93,0,
logan,27,41,27.959999999999997,1,
belfon,1,1,1.42,0,
breedlove,5,5,2.59,0,
horwitz,1,1,0.26,0,
leggiero,1,1,0.7,0,
nikia,1,5,1.18,0,
kewaunee,1,1,1.21,0,
christman,1,1,1.18,0,
fiind,2,5,3.0,0,
frankie,4,10,3.59,0,
hosipatl,1,1,0.74,0,
astoria,2,3,0.92,0,
dmh,1,1,1.1,0,
witheril,2,1,0.7,0,
muzquiz,1,1,1.28,0,
palandrani,1,1,2.67,0,
dmd,1,1,0.95,0,
matteosian,1,1,1.38,0,
lynnwood,2,2,2.55,0,
gundel,2,2,1.8,0,
nigeria,4,14,2.32,0,
sarver,1,1,1.74,0,
market,1,1,1.06,0,
adrien,1,1,0.23,0,
michiganbirth,1,5,0.82,0,
sanaa,1,2,0.69,0,
santiago,10,17,5.91,0,
neufeld,1,1,0.3,0,
agencys,1,1,1.14,0,
menomonie,2,2,2.31,0,
ortiz,6,6,3.6400000000000006,0,
tarboro,2,1,1.04,0,
lolita,1,1,0.29,0,
other,14,17,15.660000000000002,0,
yashica,1,5,0.62,0,
crowl,2,2,0.94,0,
crown,2,2,1.24,0,
hossman,1,1,1.31,0,
wabash,1,1,0.91,0,
div,1,2,0.95,0,
markey,1,1,1.59,0,
dix,1,1,1.18,0,
sandy,8,10,5.870000000000001,0,
hatcher,2,2,2.1799999999999997,0,
stojak,1,1,0.51,0,
birtharchives,1,2,0.84,0,
hatchet,1,1,0.61,0,
sands,3,3,4.12,0,
bosigerdate,1,1,0.27,0,
nikki,3,4,1.48,0,
nuys,1,7,0.74,0,
die,1,1,0.28,0,
adolph,4,8,2.27,0,
terraz,1,2,0.89,0,
sandi,1,1,0.47,0,
statistcs,1,1,1.65,0,
kettler,1,2,0.25,0,
crowe,2,1,1.54,0,
parsons,3,3,2.84,0,
ingrassia,1,1,0.6,0,
kroy,1,1,0.87,0,
favinger,2,2,1.18,0,
ambrose,1,1,1.52,0,
henrie,1,1,0.76,0,
joesph,4,9,2.02,0,
origin,4,4,1.87,0,
jacobus,1,0,0.76,0,
vidal,1,1,0.86,0,
abideen,1,1,1.01,0,
metcalf,3,3,3.17,0,
beaver,3,3,5.26,1,
danish,6,17,7.890000000000001,0,
swan,1,2,0.72,0,
summer,5,6,4.74,0,
chandis,1,6,0.41,0,
danise,1,3,0.25,0,
cnic,1,1,0.16,0,
30th,5,4,2.65,0,
shellhorn,1,1,2.63,0,
coumty,1,8,0.75,0,
brannack,1,1,0.85,0,
rhe,1,1,0.29,0,
mailander,1,2,0.84,0,
crivellaro,1,1,1.57,0,
verde,2,6,2.4,0,
ammended,2,1,4.16,0,
simons,2,2,1.52,0,
33543,1,1,0.51,0,
renetta,1,3,0.65,0,
wynne,1,1,0.84,0,
1cc21c138,1,2,0.81,0,
lifschultz,1,1,1.39,0,
leavell,1,1,1.19,0,
lovettsville,1,1,1.15,0,
simone,2,2,2.01,0,
mcinerery,1,6,1.16,0,
junta,1,1,0.25,0,
klint,1,1,0.32,0,
hoospital,1,1,0.85,0,
portland,34,152,39.51,2,
wildsmith,1,1,0.41,0,
wedekind,1,1,0.6,0,
kimberley,2,2,1.63,0,
bornin,2,1,1.84,0,
kline,1,1,1.26,0,
gennocro,1,2,0.28,0,
callender,1,3,0.44,0,
mendeleev,1,4,1.54,0,
polins,1,1,0.52,0,
middleborn,1,3,0.56,0,
somebody,12,23,9.059999999999999,0,
arminta,1,2,0.2,0,
heyliger,1,1,0.27,0,
viewing,7,11,10.3,0,
whalen,1,1,1.08,0,
rev,5,5,3.0100000000000002,0,
kimberlee,2,4,0.88,0,
rex,9,14,7.77,0,
bluefield,3,3,2.4,0,
hebe,1,1,0.39,0,
campillo,1,2,1.09,0,
rey,2,2,2.35,0,
brecheen,1,1,0.48,0,
john,368,490,308.6000000000002,3,
proffer,1,1,0.96,0,
kankakee,5,10,3.79,0,
johm,1,2,0.55,0,
in1949,1,1,0.71,0,
pesch,2,2,1.53,0,
shealyn,1,1,0.36,0,
bruderman,1,1,0.93,0,
tessari,1,1,0.28,0,
newcomb,1,1,0.46,0,
