word,clicks,impressions,cost,convertedClicks
binnoculars,2,1,0.68,0,
newark,6,6,2.83,0,
36441501,1,1,0.76,0,
jerald,2,3,1.65,0,
reconnaissance,7,10,3.29,0,
tools,2,2,1.0,0,
world2,1,2,0.59,0,
clara,8,69,2.59,0,
oregeon,1,3,0.41,0,
baranski,1,2,0.94,0,
castillo,3,3,2.26,0,
clare,1,2,0.2,0,
finnell,1,1,0.8,0,
retr,1,1,0.36,0,
whitley,1,1,1.26,0,
35321112,1,1,0.25,0,
pierce's,1,1,0.18,0,
buell,1,1,0.68,0,
clasp,1,1,0.43,0,
portal,1,2,0.57,0,
volkenburg,1,1,0.95,0,
flickinger,3,2,4.41,0,
class,29,45,18.950000000000003,0,
deyoung,2,3,0.9099999999999999,0,
_uid,1,1,0.79,0,
jayhawker,1,1,0.57,0,
vonmachensson,1,1,0.75,0,
hillman,1,1,0.38,0,
elmwood,1,1,0.06,0,
northern,20,32,10.37,0,
collum,1,1,1.05,0,
ambassador,3,3,1.49,0,
mathew,2,2,0.87,0,
azimuth,1,1,0.16,0,
rest,3,4,1.21,0,
murland,1,1,0.66,0,
strauss,4,5,2.3600000000000003,0,
kassan,1,1,0.99,0,
dependant,1,1,1.16,0,
bryan,4,5,3.04,0,
tebbe,1,1,0.9,0,
50th,7,19,4.3500000000000005,0,
rera,1,1,1.65,0,
abela,1,1,0.13,0,
coasr,1,1,1.0,0,
coast,59,94,49.91999999999999,2,
dehning,1,2,0.33,0,
draughon,1,2,1.14,0,
shipmate,1,1,0.77,0,
parrish,3,4,1.42,0,
malade,1,4,0.37,0,
timeless,1,1,0.25,0,
triple,2,2,1.22,0,
gurka,1,1,0.76,0,
carrozza,1,1,0.85,0,
felix,13,16,10.819999999999999,0,
africa,77,188,42.88999999999999,1,
coalition,1,1,0.71,0,
baker,29,50,19.46,0,
hlywiak,2,1,1.24,0,
civilwargames,1,1,0.47,0,
ambler,2,4,0.05,0,
reinactment,1,1,0.48,0,
teyssier,1,1,0.94,0,
avon,1,1,0.93,0,
coats,1,4,0.57,0,
doleman,1,1,0.39,0,
mark111,1,1,0.69,0,
transcripts,2,1,0.92,0,
entry,3,5,1.82,0,
granville,7,13,3.8400000000000003,0,
abels,1,1,0.73,0,
alejandro,3,10,0.42000000000000004,0,
623rd,1,1,0.45,0,
glenwood,3,3,1.65,0,
sian,1,1,1.01,0,
beighley,1,1,0.31,0,
siam,1,12,0.42,0,
georges,1,1,0.22,0,
militaary,1,1,1.43,0,
mastalski,2,1,1.86,0,
laplace,1,2,0.33,0,
colour,1,1,1.16,0,
0.35676,1,1,0.52,0,
created,1,1,0.5,0,
alsworth,2,1,0.44,0,
willett,1,1,0.55,0,
absalom,1,1,0.45,0,
lennis,2,2,0.8300000000000001,1,
salary,1,1,0.25,0,
balcorta,1,1,0.01,0,
blaikie,1,2,0.92,0,
syria,1,1,0.4,0,
jjtdywynb,1,1,0.48,0,
871st,2,4,1.17,0,
rupert,3,4,2.23,0,
isenbek,1,2,0.16,0,
bleimeyer,1,2,0.47,0,
nickname,2,1,0.9,0,
immigrants,2,2,1.08,0,
latchford,1,2,0.38,0,
finian,1,1,0.91,0,
lennie,1,1,0.8,0,
osbert,1,2,0.36,0,
monteil,1,1,0.47,0,
smokey,1,1,0.89,0,
bit,7,13,5.05,0,
bio,5,5,3.4699999999999998,0,
vetter,1,1,0.68,0,
hamlin,3,4,3.32,0,
nephew,2,3,0.96,0,
aragon,1,1,0.33,0,
epidermiphytosis,1,1,0.84,0,
whittimore,1,1,0.45,0,
big,23,33,14.739999999999998,1,
nebraska,18,24,12.38,0,
wwiimemorial,27,104,12.239999999999998,0,
schiler,2,2,1.81,0,
drove,1,1,0.58,0,
bmi,1,3,1.02,0,
munroe,3,2,2.6,0,
chaplin,1,1,0.9,0,
hamlet,1,1,0.82,0,
thebeau,1,2,0.19,0,
blu,2,4,1.8599999999999999,0,
palombi,1,1,0.58,0,
courtland,1,1,0.95,0,
odell,3,4,1.85,0,
side,16,34,7.2700000000000005,0,
dwar,1,1,0.26,0,
peeler,1,1,0.44,0,
sporrer,1,4,0.27,0,
d02,1,6,0.74,0,
colosi,2,3,0.73,0,
zepplelins,1,1,0.43,0,
forkh,1,1,0.32,0,
altman,1,1,0.61,0,
keys,2,22,1.25,0,
bauserman,1,1,0.19,0,
ruark,1,1,1.39,0,
sneed,1,1,0.78,0,
graduates,5,10,2.23,0,
conspicuous,1,1,0.4,0,
bremerton,1,1,0.46,0,
cowden,1,4,0.31,0,
fitzpatrick,4,6,3.03,0,
hoppe,3,3,1.22,0,
mortality,1,1,0.69,0,
saumur,1,1,0.41,0,
killens,1,1,0.59,0,
drewry,1,2,1.0,0,
plands,1,1,0.41,0,
siem,1,1,0.67,0,
lesliie,1,2,0.08,0,
steward,2,3,1.15,0,
539th,1,1,1.01,0,
bob,23,34,15.93,0,
bjerknes,1,1,1.2,0,
kerr,6,11,4.93,0,
spalding,2,3,2.1900000000000004,0,
kern,2,5,0.21000000000000002,0,
bok,1,1,0.63,0,
soldiger,1,1,0.35,0,
hollistr,1,1,1.24,0,
boe,1,1,0.53,0,
kirker,2,2,1.58,0,
licking,1,1,0.81,0,
stewart,24,30,17.93,0,
miexico,2,2,1.52,0,
sherwood,2,4,0.89,0,
gervis,1,1,0.44,0,
sebastopol,1,1,0.91,0,
perspective,1,1,0.85,0,
ferraiolo,1,2,0.53,0,
dynan,1,1,0.69,0,
planes,82,1164,54.029999999999994,1,
rivera,10,10,7.9,0,
janvrin,1,1,0.24,0,
farrish,2,1,0.08,0,
latner,1,1,0.15,0,
643.10,1,1,0.35,0,
crack,1,15,0.6,0,
colors,3,2,1.58,0,
normady,2,4,1.1800000000000002,0,
georgia,120,183,62.39,2,
worldwar2deceased,1,4,0.2,0,
sendler,1,1,0.2,0,
rivers,4,6,3.5700000000000003,0,
lavrinc,1,1,1.05,0,
40&8,1,1,1.33,0,
utter,1,1,0.47,0,
wwtwo,5,8,3.5899999999999994,0,
confedate,2,4,0.86,0,
sign,1,1,0.93,0,
mcculloch,1,1,0.33,0,
ahrendt,1,2,0.48,0,
gotten,1,1,0.48,0,
revolutioinalry,1,1,0.51,0,
serving,38,57,28.450000000000006,1,
clement,4,9,2.06,0,
brandley,1,1,0.74,0,
baxter,6,12,3.88,0,
5120,1,1,0.51,0,
bmt,1,1,1.44,0,
carlson,13,15,9.57,1,
tomczak,1,5,1.18,0,
mastronardi,1,1,0.15,0,
guadlecanal,1,1,0.97,0,
exercise,1,4,0.79,0,
balls,4,7,2.5900000000000003,0,
noriega,1,4,0.13,0,
sussex,2,2,1.24,0,
coble,1,1,0.8,0,
figgatt,1,2,0.11,0,
71st,12,32,7.1,1,
talley,2,2,1.3900000000000001,0,
alldredge,1,1,0.72,0,
facilities,3,4,1.42,0,
thomson,1,1,0.38,0,
hopke,3,4,2.87,0,
martha's,1,1,0.55,0,
tonne,1,1,0.53,0,
snead,1,2,0.9,0,
aaaw1,1,1,0.8,0,
gearhart,1,1,0.05,0,
jokiel,1,1,1.07,0,
waltham,3,4,2.37,0,
forge,7,9,3.18,0,
bon,1,1,0.31,0,
deimling,1,2,0.93,0,
bom,1,1,0.59,0,
bop,1,10,0.88,0,
anaqua,2,1,1.08,0,
bor,1,1,0.35,0,
nuclear,4,6,2.22,0,
bos,1,2,1.08,0,
box,9,12,4.619999999999999,0,
snotherly,1,2,0.78,1,
salamo,1,1,0.7,0,
bow,1,1,0.65,0,
fogg,2,2,0.7,0,
sneak,1,1,0.2,0,
boy,8,14,1.8699999999999999,0,
searchable,1,1,0.75,0,
spuller,1,1,0.07,0,
saari,1,5,0.47,0,
montuoro,2,2,1.9100000000000001,0,
rossman,1,1,0.88,0,
emilio,1,1,1.79,0,
bolek,1,1,0.54,0,
verify,5,6,4.9399999999999995,0,
iowaworldwarllveteransbonus,1,1,0.24,0,
bolen,1,1,1.06,1,
army's,2,3,1.63,0,
owjima,1,1,0.81,0,
coloma,1,1,0.43,0,
lennan,1,1,1.29,0,
dennisport,1,1,0.57,0,
caucasian,1,2,0.84,0,
bbc,6,11,4.18,0,
belgian,7,8,5.59,0,
raglands,1,1,0.75,0,
minnesota,47,67,27.51,0,
736th,1,1,0.53,0,
inventions,1,5,0.83,0,
mechanics,2,2,0.65,0,
rowbotham,1,1,0.59,0,
faught,5,8,3.2,0,
raider,3,4,2.34,0,
36031,1,1,1.1,0,
ban,1,1,0.34,0,
final,10,22,6.430000000000001,1,
707th,1,1,0.54,0,
bai,3,21,1.04,0,
whiting,1,1,1.05,0,
bag,1,1,0.26,0,
kent,9,13,5.97,1,
penley,1,1,1.07,0,
career,5,21,2.54,0,
bad,2,2,1.58,0,
delehanty,1,1,1.23,0,
perschall,1,1,0.91,0,
bay,25,64,16.01,0,
curcio,1,3,0.62,0,
siege,2,2,0.6,0,
albums,2,15,2.29,0,
colony,1,1,0.71,0,
hoped,1,1,0.51,0,
regimentmississippi,1,1,0.27,0,
bat,2,7,1.93,0,
bar,10,42,5.459999999999999,0,
gershon,1,1,0.24,0,
4025,1,1,0.39,0,
palestri,1,1,0.59,0,
ortega,1,2,0.51,0,
weyrauch,1,1,0.15,0,
unbroken,2,2636,1.6600000000000001,0,
anstery,1,1,2.01,0,
proof,5,5,3.81,0,
peplinski,1,1,0.08,0,
d&g,1,1,0.62,0,
subvets,1,1,0.86,0,
cartoons,2,6,1.29,0,
artilley,1,1,0.03,0,
swimando,1,1,0.92,0,
fullerton,1,1,0.66,0,
deforest,1,1,1.04,0,
wildasin,1,1,0.04,0,
60th,9,18,5.2299999999999995,0,
massachusets,1,1,0.7,0,
kamcareawing,1,1,0.82,0,
railcorp,1,1,0.4,0,
stegall,1,5,1.21,0,
d983,1,1,0.51,0,
pooschke,1,3,0.28,0,
kept,2,2,1.62,0,
louis,132,508,112.84999999999995,4,
inww2,4,3,2.75,0,
inww1,2,8,1.29,0,
newbills,1,1,0.15,0,
norton's,1,1,0.66,0,
bundridge,1,1,0.9,0,
settelmaier,1,3,1.11,0,
denied,1,2,0.48,0,
oswald,1,1,1.33,0,
custino,1,2,0.9,0,
ameican,1,1,0.37,0,
reinactments,2,3,0.72,0,
paxson,1,1,0.76,0,
fbtest&utm_group,2,4,1.1400000000000001,0,
louie,2,2,2.73,0,
aviator,9,14,6.7,0,
ship's,1,1,0.92,0,
draftees,7,11,3.7,1,
force,343,783,240.61000000000013,5,
kenyon,2,1,1.2,0,
panther,3,10,1.7600000000000002,0,
4006,1,1,1.18,0,
infatry,5,6,2.45,0,
henry's,1,4,0.43,0,
pfc's,1,1,0.7,0,
finds,2,5,1.57,0,
mangold,1,1,1.86,0,
korean_war_project_remembrance,1,1,0.49,0,
reghis,2,2,0.9400000000000001,0,
389th,2,3,1.55,0,
valmassoi,1,2,0.51,0,
conrad,16,23,10.33,0,
treloar,1,3,0.16,0,
buzz,1,1,0.68,0,
exact,1,1,0.41,0,
showalter,1,1,0.95,0,
craigslist,1,3,1.0,0,
americanprisonersofwwii,1,1,0.59,0,
goodside,1,1,0.59,0,
required,1,1,0.75,0,
ww1veterans,1,1,1.38,0,
aiello,1,1,0.48,0,
loomis,1,1,1.02,0,
beh,2,1,0.68,0,
cavanaugh,2,2,0.8900000000000001,0,
bee,2,4,1.4,0,
laurne,1,1,0.53,0,
enter,17,35,9.05,0,
ben,19,21,12.320000000000002,0,
newston,1,1,0.63,0,
maternal,2,8,1.65,0,
nurace,1,2,0.32,0,
telegram,5,6,2.42,0,
bey,1,3,0.76,0,
ciilvil,1,2,0.64,0,
pfaff,1,1,0.96,0,
bet,1,1,0.41,0,
gualtieri,1,1,0.87,0,
genther,1,1,0.87,0,
feanox,1,1,1.4,0,
rayfield,1,2,0.98,0,
kohls,1,1,1.04,0,
husbands,2,2,3.17,0,
battallion,4,6,1.74,1,
colonist,1,1,0.44,0,
shetley,1,1,0.17,0,
quick,4,25,2.04,1,
kochom,2,2,1.28,0,
billeter,2,7,0.8,0,
roller,1,2,0.43,0,
hyde,3,4,2.15,0,
drizin,1,4,1.24,0,
vertern,1,1,0.77,0,
embarkation,5,6,2.74,0,
balto,1,1,0.23,0,
bie,1,1,0.92,0,
prota,1,1,0.73,0,
milless,1,1,0.94,0,
fricourt,1,1,1.01,0,
garnsey,1,1,1.27,0,
propeller,1,2,0.7,0,
morawski,1,2,0.45,0,
finch,1,1,0.9,0,
adder,1,1,0.23,0,
sharpton,1,3,1.22,0,
commendation,1,1,1.09,0,
carlsen,1,1,0.82,0,
picketing,1,3,0.55,0,
buys,1,2,0.48,0,
34577408,2,2,1.3399999999999999,0,
kemm,1,3,0.07,0,
haursey,1,1,0.24,0,
revolutationary,1,1,0.24,0,
objectives,2,2,1.04,0,
okinowa,1,1,1.03,0,
yager,1,1,0.63,0,
civilwarcharlestonsc,1,1,0.25,0,
kemp,5,7,2.87,0,
siemens,1,1,1.05,0,
moore,40,58,27.24,0,
falco,1,3,0.92,0,
baytown,1,2,0.56,0,
hyow,1,1,2.44,0,
beachead,1,1,0.42,0,
carsten,1,1,0.98,0,
ww2pilot,1,1,0.27,0,
admiral,11,12,7.43,0,
molinaro,1,1,0.82,0,
andong,1,1,0.14,0,
sisk,2,2,1.1,0,
17081979,1,1,1.28,0,
meter,1,1,1.83,0,
alexndria,1,2,0.69,0,
flamethrowers,1,1,0.28,0,
6211,1,1,0.99,0,
6214,1,1,1.05,0,
metel,2,2,1.67,0,
brookshire,1,2,0.34,0,
ruben,4,4,1.52,0,
mollico,2,3,1.7,0,
provo,2,5,2.08,0,
prove,5,7,2.36,0,
cardinal,1,2,0.86,0,
wagner,16,23,9.09,0,
heanue,1,2,0.96,0,
canter,1,1,0.54,0,
bowser,1,3,0.88,0,
bunn,6,8,3.44,0,
finland,3,32,1.55,0,
bogert,1,1,0.01,0,
alumni,5,5,3.8599999999999994,0,
quiet,1,4,0.31,0,
registering,1,1,0.59,0,
heady,1,1,0.46,0,
cantey,3,2,1.62,0,
temple,1,2,0.92,0,
savannah,7,9,5.26,0,
colonel,65,144,37.51,2,
sailers,2,2,1.4700000000000002,0,
edinger,2,2,0.9099999999999999,0,
crane,5,5,2.0700000000000003,0,
poeple,1,1,0.19,0,
holleran,1,1,0.95,0,
shipbiloxi,1,1,0.32,0,
wernick,1,1,0.85,0,
plants,2,2,2.12,0,
bump,1,1,0.34,0,
aspin,1,1,1.08,0,
kreml,1,1,0.41,0,
veternas,2,2,2.4699999999999998,0,
vance,9,13,5.84,1,
gold,17,42,9.8,0,
wilkens,1,1,0.55,0,
giovanni,2,2,1.74,0,
whywas,1,1,0.61,0,
site,41,106,32.07,0,
388th,1,1,0.79,0,
batesville,1,1,1.02,0,
danville,3,5,1.7799999999999998,0,
statler,1,3,0.86,0,
inlistment,1,1,1.0,0,
blomberg,1,1,0.66,0,
calibers,1,1,0.47,0,
bull,18,57,8.700000000000001,0,
enlists,1,1,0.88,0,
royster,1,1,0.74,0,
sits,1,1,0.58,0,
fircrest,1,9,0.86,0,
krell,1,1,0.59,0,
americaan,1,1,0.63,0,
october,3,8,1.75,0,
posters,1,3,0.46,0,
tichar,1,2,0.34,0,
eaton,7,9,4.03,0,
erikstrup,1,1,0.4,0,
paisley,1,1,0.25,1,
gehard,1,1,0.98,0,
buss,2,5,1.75,0,
colbert,1,1,1.33,0,
good,6,13,2.72,0,
gubert,1,1,0.79,0,
enlistd,1,1,0.67,0,
collopy,1,1,0.46,0,
metal,15,27,9.950000000000003,0,
algonquin,2,4,1.1600000000000001,0,
closest,1,1,0.58,0,
bush,13,16,8.080000000000002,0,
howtoprocuredd214,1,1,0.54,0,
fuckley,2,1,1.74,0,
untold,5,147,3.1799999999999997,0,
hellertown,1,1,0.42,0,
rubin,6,5,3.9699999999999998,0,
leather,5,12,3.5599999999999996,0,
crase,1,1,1.16,0,
crash,11,86,5.6499999999999995,0,
burr,2,3,2.3200000000000003,0,
crary,1,3,0.46,0,
dennett,1,1,0.2,0,
electric,1,1,0.58,0,
thole,1,1,1.0,0,
burt,2,4,0.99,0,
psrticipation,1,1,0.33,0,
bury,1,2,0.46,0,
bitner,1,2,0.41,0,
gone,1,2,0.31,0,
wwwitd,1,2,0.71,0,
clifford,28,47,18.18,0,
belgium,29,53,16.619999999999997,1,
refugee,2,5,1.26,0,
leaders,39,801,16.660000000000004,0,
economic,1,1,0.65,0,
langston's,1,1,0.4,0,
michaud,1,6,0.8,0,
postell,1,2,0.54,0,
burd,1,1,0.78,0,
4088,1,1,0.21,0,
soldler,1,1,0.38,0,
gianatsis,1,3,0.25,0,
ramagon,1,1,0.5,0,
burg,4,4,1.8199999999999998,0,
burl,2,3,0.51,0,
burk,1,4,0.05,0,
coffin,3,7,1.68,0,
car,2,2,1.06,0,
cas,3,3,2.01,0,
cat,5,29,1.9300000000000002,0,
can,216,323,173.23999999999998,0,
cap,25,257,18.66,0,
creekmore,1,3,0.69,0,
children,29,36,16.950000000000006,0,
cav,4,7,1.81,0,
wolkenhauer,1,1,0.11,0,
patriot,19,24,7.080000000000002,0,
cac,3,3,2.1399999999999997,0,
jacque,1,1,1.01,0,
morissette,1,1,1.28,0,
thoma,1,6,0.22,0,
cam,3,6,2.67,0,
cal,3,8,1.51,0,
cag,1,4,0.4,0,
hicks,10,10,5.999999999999999,0,
triggered,1,35,0.85,0,
torrington,1,2,1.07,0,
cbs,1,1,0.5,0,
geneanology,1,1,1.85,0,
cbt,1,4,0.57,0,
367th,1,1,0.16,0,
townes,2,2,1.26,1,
daigle,2,2,2.73,0,
toxoid,1,1,0.88,0,
nettuno,1,1,0.5,0,
pistole,1,1,0.27,0,
thoms,1,3,0.44,0,
dishororably,1,3,0.32,0,
merkle,1,1,0.46,0,
celebration,1,1,0.71,0,
pistols,4,4,1.5,0,
cbi,3,7,1.03,0,
turner's,1,1,0.21,0,
marinette,2,3,2.1500000000000004,0,
dixon&quot,1,1,0.14,0,
craft,24,669,12.829999999999998,0,
quilt,1,1,0.47,0,
imperial,4,7,1.8400000000000003,0,
usaa,1,1,0.7,0,
schiloe,1,1,0.52,0,
doument,1,1,0.82,0,
sbalos,1,1,0.5,0,
rickenbacker,1,1,0.84,0,
3193d,1,3,0.81,0,
bri,1,1,0.87,0,
bethel,1,1,0.83,0,
recorrds,1,1,0.91,0,
krebs,2,2,1.02,0,
toledo,5,6,4.22,0,
womens,4,8,3.0700000000000003,0,
blackwood,2,1,0.74,0,
bugg,1,1,0.7,0,
courselle,1,1,0.13,1,
morgantown,1,2,0.65,0,
enrollment,2,2,2.0300000000000002,0,
herbert,58,63,39.61000000000001,0,
radicalism,1,9,0.36,0,
thereafter,1,1,1.66,0,
june1951,1,1,1.25,0,
schilpp,1,1,0.32,0,
mpeg,1,1,0.59,0,
obstacles,1,1,0.55,0,
cronin,1,1,0.23,0,
kehrer,1,1,0.91,0,
heights,3,4,1.93,0,
assignments,3,4,2.42,0,
v173,1,5,0.44,0,
nipper,1,1,0.72,0,
bsm,3,3,2.18,0,
gore,2,2,1.65,0,
planning,1,1,0.41,0,
healy,2,2,1.4,0,
homerg,1,2,0.4,0,
buff,1,1,0.84,0,
rachel,1,1,0.07,0,
hoorn,1,1,0.85,0,
rabinowitz,1,1,0.82,0,
iaiennaro,1,4,1.19,0,
zortz,1,1,0.26,0,
portsmouth,2,2,1.91,0,
gott,1,1,1.04,0,
intrepid,4,11,2.33,0,
sims,8,12,7.33,0,
bsq,1,1,0.41,0,
quinn,8,8,5.3,0,
hjill,1,3,0.63,0,
greenport,1,1,1.2,0,
btn,3,2,1.65,0,
291st,1,2,0.81,0,
craig,8,8,5.7,0,
settembrino,1,1,0.36,0,
hardtack,3,6,1.15,0,
gaddy,1,1,0.47,0,
hecking,1,1,0.45,0,
sima,1,1,0.49,0,
marada,1,1,0.43,0,
13071859,1,1,1.14,0,
silk,3,6,1.48,0,
sill,4,6,2.15,0,
goss,1,2,0.07,0,
20706222,3,3,1.65,0,
arond,1,1,0.73,0,
gunner,24,28,14.610000000000001,0,
friendly,2,3,1.29,0,
elkhorn,1,2,0.62,0,
kinzie,1,1,1.23,0,
eniwetok,1,1,0.59,0,
wiegel,1,2,0.74,0,
usat,1,3,0.5,0,
marcial,1,4,1.26,0,
smeltzer,1,1,0.39,0,
minicozzi,1,1,0.67,0,
specialbenifits,1,1,0.94,0,
brzezinski,1,2,0.92,0,
60cm,1,6,0.74,0,
sem&qo,1,1,0.32,0,
168th,3,9,1.8199999999999998,0,
tailgunners,4,6,1.7,0,
hinton,1,2,0.74,0,
bender,3,6,1.24,0,
bud,19,28,12.77,0,
usaf,36,101,30.13,0,
budd,1,2,0.53,0,
bue,1,1,0.58,0,
sios,1,2,0.5,0,
govt,1,1,1.21,0,
but,6,6,5.25,0,
sultana,1,1,0.28,0,
persian,1,6,0.32,0,
buy,10,19,5.630000000000001,0,
remensnyder,1,2,0.23,0,
elroy,3,5,1.88,0,
mcbrayer,1,1,0.94,0,
podoll,1,5,0.41,0,
submission,1,1,2.43,0,
henley,2,3,1.2999999999999998,0,
vanek,1,1,0.76,0,
used,63,123,33.47999999999999,0,
barnette,1,1,0.15,0,
resident,2,2,1.69,0,
dependency,1,1,0.91,0,
elroe,1,1,1.24,0,
elrod,2,2,1.04,0,
osbornes,1,1,0.66,0,
manuvers,1,2,0.2,0,
sinz,1,1,1.08,0,
&source,1,1,0.52,0,
abdullah,2,6,0.62,0,
korearen,1,1,0.72,0,
carrollton,1,1,0.61,0,
welker,1,1,0.87,0,
connection,1,1,0.21,0,
14965,1,1,0.47,0,
patrick,36,70,18.9,1,
usda,1,1,0.83,0,
szelka,1,10,0.91,0,
rdm2,2,2,2.38,0,
sino,2,2,1.56,0,
preston,10,13,7.279999999999999,0,
picture,36,119,21.159999999999997,1,
uscg,7,7,5.31,0,
528e394da93ae&amp,1,1,0.22,0,
vouchers,1,1,0.22,0,
stories,58,216,40.640000000000015,0,
hartsfield,1,1,0.4,0,
ellinger,1,1,0.23,0,
moody,6,6,3.4200000000000004,0,
galouzes,1,3,0.6,0,
317th,3,8,2.46,0,
greenleaf,1,3,0.31,0,
relatives,24,48,26.92,0,
williamston,1,2,0.51,0,
bushmaster,1,1,0.7,0,
redmond,4,4,3.16,0,
millsaps,1,1,0.18,0,
regalado,1,1,0.43,0,
corvette,1,1,0.68,0,
lehigh,2,3,0.47000000000000003,0,
movies,64,2719,42.31999999999999,1,
qwww2swwsswwww,1,1,0.48,0,
revelutionary,10,34,5.97,0,
soilders,41,64,27.880000000000003,0,
ernest,70,99,48.15,1,
baldy,1,2,0.77,0,
puzach,1,1,0.28,0,
valdivia,1,1,0.93,0,
alincluve,1,1,0.48,0,
narwahl,1,2,0.48,0,
artillry,1,1,0.38,0,
aldinger,1,1,0.29,0,
attachments,1,1,0.49,0,
toney,1,1,0.32,0,
istwwiideadhtm,1,1,0.95,0,
mcmackin,1,1,0.7,0,
saber,1,42,0.37,0,
piccutio,1,1,0.99,0,
tahiti,1,1,0.88,0,
beginning,6,41,3.24,0,
funding,1,2,0.77,0,
canton,5,8,4.45,0,
mallory,2,2,0.51,0,
9th,63,202,38.940000000000005,2,
gelston,1,2,0.71,0,
cokewen9,2,2,0.88,0,
officer's,1,1,0.58,0,
tonga,1,1,1.09,0,
tremoly,1,1,0.26,0,
heishman,1,3,0.23,0,
uses,1,1,0.1,0,
byu,1,1,1.02,0,
147th,5,7,4.91,0,
kosmowski,2,2,1.55,0,
bauers,1,1,0.3,0,
shaw,16,20,9.05,0,
moni,1,1,1.0,0,
monk,4,4,3.3499999999999996,0,
diehl,4,3,2.59,0,
145th,3,4,1.51,0,
kniife,1,1,0.46,0,
bunker,5,4,2.04,1,
aka,3,3,1.4,0,
lovan,1,1,0.43,0,
koprean,1,1,0.34,0,
shay,2,3,1.62,0,
geroge,1,1,0.23,0,
cleland,1,1,0.24,0,
141lnfantry,1,1,1.1,0,
svabich,2,3,0.91,0,
curly,1,1,0.36,0,
tomcat,1,1,0.74,0,
lenoir,1,2,0.35,0,
dobler,1,1,0.01,0,
pulaski,4,5,2.72,0,
elizario,1,1,0.6,0,
15thair,1,4,0.47,0,
government,30,68,31.669999999999995,2,
goeorge,1,1,0.61,0,
hillhouses,1,2,0.11,1,
instructors,1,1,1.22,0,
naational,1,1,0.66,0,
medicalcorp,1,1,0.28,0,
ethnicities,1,1,0.87,0,
holleron,1,1,0.91,0,
moog,2,2,0.28,0,
keppler,1,1,0.81,0,
courier,1,1,0.14,0,
andstrom,1,2,0.7,0,
pakorean,1,1,0.13,1,
nprc,3,5,4.41,0,
eirweiss,1,1,1.23,0,
dezarn,1,2,0.81,0,
valor,9,46,4.42,0,
revolutary,1,1,0.47,0,
mont,4,3,2.6199999999999997,0,
nicholas,23,40,9.669999999999998,0,
musarra,1,1,0.23,0,
air,656,2144,464.33999999999986,13,
retail,1,2,0.55,0,
zinc,1,1,0.37,0,
uslhe,1,1,0.48,0,
reckin,1,1,0.87,0,
9ne,1,1,0.5,0,
militry,3,4,4.87,0,
valdespino,1,3,1.18,0,
entitel,2,2,1.49,0,
marched,1,1,0.92,0,
exercises,1,1,0.69,0,
aie,1,1,0.9,0,
aid,1,1,0.51,0,
mullikin,1,1,0.61,0,
marches,6,12,2.8200000000000003,0,
warnock,1,1,0.25,1,
heinkel,1,5,0.82,0,
sheen,1,1,1.15,0,
left,18,26,12.31,0,
voluteer,1,1,0.27,0,
painting,1,1,0.41,0,
sheet,2,4,0.79,1,
philyaw,1,1,1.34,0,
oshie,1,1,0.74,0,
snider,2,4,1.52,0,
mom2,2,2,1.3,0,
casing,1,73,0.79,0,
phillips,27,52,14.969999999999999,1,
lehi,1,1,0.63,0,
frederik,1,1,0.59,0,
truelove,1,1,0.74,0,
montgomery,13,13,6.75,1,
manston,1,4,0.58,0,
wwiidraft,1,1,0.62,0,
phillipi,1,1,0.41,0,
springfeild,1,1,1.67,0,
honduras,1,3,0.51,0,
frederic,7,11,4.120000000000001,0,
kurilla,2,4,1.61,0,
dorman,4,6,1.52,0,
entente,1,1,0.47,0,
chocolate,1,1,0.47,0,
shak,1,1,0.74,0,
malvin,2,6,1.78,0,
mexicans,2,10,0.32999999999999996,0,
plitt,1,4,1.19,0,
praying,1,1,1.01,0,
manahawkin,2,3,2.52,0,
casino,2,2,1.05,0,
ago,3,6,1.2200000000000002,0,
lego,23,7393,16.099999999999998,0,
schmader,1,1,0.81,0,
malden,1,1,0.24,0,
aog,1,4,0.94,0,
tactical,1,1,0.58,0,
ciivil,4,4,1.88,0,
almanac,1,5,0.81,0,
khalishalamhoa,1,1,0.41,0,
thefallinarestarsbook,1,1,0.73,0,
any,65,93,34.92000000000001,1,
hancock,9,17,6.15,1,
meiners,1,1,0.63,0,
ann,9,8,4.02,0,
tommy,10,11,4.4,1,
vetranrobert,1,3,0.23,0,
lifespan,1,1,0.69,0,
ant,1,2,0.1,0,
anf,1,1,0.35,0,
kirkpatrick,1,1,0.43,0,
abbott,2,3,0.37,0,
gustav,2,2,0.98,0,
seeing,1,1,1.02,0,
cillains,1,1,0.57,0,
usnr,28,35,19.79,0,
amphibian,3,5,1.3900000000000001,0,
usns,1,2,0.34,0,
cadyville,1,1,1.27,0,
lertique,1,2,0.07,0,
ana,1,1,0.54,0,
samples,3,5,1.27,0,
130th,4,7,2.2399999999999998,0,
and,766,5295,457.4799999999998,9,
bonsall,2,1,0.56,0,
newman,9,15,4.31,0,
truett,4,8,4.38,0,
amv,1,1,0.86,0,
hammonds,2,3,0.92,0,
104132,1,1,0.81,0,
amy,5,7,1.99,0,
geyer,2,2,0.21000000000000002,0,
laborer,1,2,0.82,0,
louanna,1,1,0.47,0,
ao3,1,1,0.59,0,
lend,1,2,0.4,0,
amp,1,1,0.09,0,
dhonau,1,1,0.73,0,
