word,clicks,impressions,cost,convertedClicks,Cost/Converted Click,,word,clicks,impressions,cost,convertedClicks
raf,19,30,12.59,1,$12.59 ,,oldest,17,36,11.68,0
larry,17,21,12.53,1,$12.53 ,,received,20,38,11.67,0
special,20,38,12.46,1,$12.46 ,,anti,22,35,11.65,0
clyde,43,60,24.83,2,$12.41 ,,francisco,19,22,11.61,0
116th,18,49,12.27,1,$12.27 ,,tube,18,53,11.61,0
roland,24,31,12.26,1,$12.26 ,,nazi,16,98,11.59,0
reed,21,26,12.2,1,$12.20 ,,69th,19,27,11.58,0
fox,15,20,12.15,1,$12.15 ,,arizona,21,34,11.58,0
land,25,40,12.15,1,$12.15 ,,mary,23,24,11.57,0
insignia,18,45,12.15,1,$12.15 ,,saipan,17,48,11.55,0
pay,16,39,12.14,1,$12.14 ,,home,21,157,11.53,0
perry,17,33,12.11,1,$12.11 ,,society,29,35,11.5,0
9,20,29,11.98,1,$11.98 ,,hubert,16,28,11.49,0
sullivan,22,46,11.92,1,$11.92 ,,ar,19,33,11.47,0
distinguished,19,37,11.74,1,$11.74 ,,cemeteries,20,55,11.47,0
lists,40,60,23.35,2,$11.67 ,,hernandez,14,54,11.44,0
20th,61,3254,23.34,2,$11.67 ,,cannon,18,28,11.44,0
hill,69,170,34.74,3,$11.58 ,,38th,16,30,11.44,0
sergeants,20,34,11.56,1,$11.56 ,,video,25,114,11.42,0
lynn,15,19,11.51,1,$11.51 ,,ks,19,34,11.4,0
16,18,24,11.42,1,$11.42 ,,hawkins,17,26,11.31,0
16,18,24,11.42,1,$11.42 ,,three,21,96,11.31,0
brooklyn,20,43,11.42,1,$11.42 ,,holland,20,42,11.31,0
documents,19,37,11.36,1,$11.36 ,,poland,20,55,11.3,0
frogmen,22,59,11.34,1,$11.34 ,,evetrecs,7,96,11.3,0
value,18,45,11.26,1,$11.26 ,,mexican,18,350,11.29,0
carson,12,21,11.24,1,$11.24 ,,award,15,15,11.29,0
lake,21,29,11.2,1,$11.20 ,,past,10,10,11.25,0
arlington,15,15,11.15,1,$11.15 ,,victory,17,168,11.23,0
your,28,96,22.16,2,$11.08 ,,minesweepers,17,53,11.22,0
soldier's,13,16,11.03,1,$11.03 ,,republic,14,33,11.22,0
chinese,20,132,10.92,1,$10.92 ,,battalions,20,35,11.21,0
25th,22,53,10.91,1,$10.91 ,,17th,17,38,11.21,0
stationed,50,59,32.56,3,$10.85 ,,julius,20,29,11.2,0
wells,15,23,10.85,1,$10.85 ,,berry,13,14,11.19,0
murphy,19,30,10.8,1,$10.80 ,,coxswain,14,16,11.19,0
serviceman,13,16,10.77,1,$10.77 ,,bases,18,34,11.19,0
hamilton,20,37,10.73,1,$10.73 ,,bombing,18,29,11.15,0
headquarters,16,20,10.7,1,$10.70 ,,game,23,763,11.15,0
office,13,16,10.69,1,$10.69 ,,back,14,14,11.14,0
harris,29,42,21.06,2,$10.53 ,,show,19,25,11.14,0
saint,11,28,10.31,1,$10.31 ,,missions,20,95,11.12,0
made,20,63,10.27,1,$10.27 ,,into,18,266,11.08,0
father,82,125,61.49,6,$10.25 ,,richmond,19,38,11.07,0
ronald,29,34,20.4,2,$10.20 ,,wold,18,22,11.07,0
mexico,20,26,10.07,1,$10.07 ,,destroyed,14,23,11.04,0
glen,28,53,19.76,2,$9.88 ,,finder,13,23,11.03,0
issue,56,1732,19.54,2,$9.77 ,,nathaniel,19,24,11.03,0
30,20,39,9.76,1,$9.76 ,,duty,14,17,11.02,0
30,20,39,9.76,1,$9.76 ,,house,17,106,11.02,0
max,13,17,9.75,1,$9.75 ,,story,17,2877,11.02,0
command,17,27,9.75,1,$9.75 ,,use,24,37,11.01,0
butler,16,26,9.73,1,$9.73 ,,woodrow,13,20,10.99,0
bowman,11,15,9.7,1,$9.70 ,,watson,19,34,10.98,0
murray,27,33,19.35,2,$9.68 ,,begin,20,70,10.98,0
wade,15,22,9.67,1,$9.67 ,,his,20,23,10.97,0
johnston,16,18,9.63,1,$9.63 ,,udt,19,61,10.96,0
ordnance,16,18,9.61,1,$9.61 ,,1969,24,86,10.96,0
carlson,13,15,9.57,1,$9.57 ,,movie,13,21,10.95,0
gear,19,6060,9.55,1,$9.55 ,,fighters,17,171,10.91,0
noel,11,10,9.53,1,$9.53 ,,12th,24,44,10.9,0
leo,63,88,47.64,5,$9.53 ,,ed,17,22,10.89,0
through,12,43,9.52,1,$9.52 ,,battlefield,21,179,10.89,0
sent,15,36,9.47,1,$9.47 ,,lived,18,58,10.85,0
lieutenant,38,50,18.93,2,$9.47 ,,randolph,17,17,10.84,0
line,25,40,18.5,2,$9.25 ,,philadelphia,18,25,10.84,0
dec,14,17,9.23,1,$9.23 ,,called,19,44,10.84,0
freeman,15,20,9.22,1,$9.22 ,,13th,21,46,10.83,0
buffalo,13,19,9.02,1,$9.02 ,,snyder,17,27,10.82,0
location,17,22,9,1,$9.00 ,,felix,13,16,10.82,0
profiles,9,22,8.9,1,$8.90 ,,die,20,23,10.81,0
known,14,20,8.78,1,$8.78 ,,court,13,42,10.8,0
digest,53,1807,17.48,2,$8.74 ,,christopher,15,24,10.8,0
battleship,14,30,8.7,1,$8.70 ,,adolph,11,13,10.77,0
boyd,15,20,8.69,1,$8.69 ,,rhode,18,44,10.76,0
locate,43,55,43.25,5,$8.65 ,,indian,24,37,10.75,0
de,28,29,17.27,2,$8.64 ,,gun,22,59,10.74,0
jordan,13,21,8.6,1,$8.60 ,,area,22,20,10.7,0
1947,11,16,8.53,1,$8.53 ,,google,19,26,10.69,0
caused,18,159,8.51,1,$8.51 ,,angelo,18,22,10.69,0
commemorative,52,1734,16.94,2,$8.47 ,,91st,18,49,10.68,0
seabee,22,52,16.73,2,$8.37 ,,gene,16,21,10.68,0
member,23,23,16.72,2,$8.36 ,,1940,12,30,10.65,0
bennett,16,23,8.31,1,$8.31 ,,birth,11,13,10.59,0
order,25,62,16.5,2,$8.25 ,,short,15,30,10.56,0
mc,13,38,8.22,1,$8.22 ,,copies,10,9,10.5,0
knife,14,138,8.19,1,$8.19 ,,wa,17,20,10.49,0
angel,10,14,8.18,1,$8.18 ,,crews,21,31,10.46,0
missing,49,99,24.51,3,$8.17 ,,1952,22,35,10.46,0
wilfred,10,11,8.13,1,$8.13 ,,vermont,22,28,10.45,0
captured,15,28,8.11,1,$8.11 ,,near,18,24,10.42,0
delaware,24,70,8.11,1,$8.11 ,,northern,20,32,10.37,0
parish,14,18,8.07,1,$8.07 ,,johnny,19,34,10.36,0
lambert,12,23,8.02,1,$8.02 ,,connecticut,18,24,10.35,0
aleutian,10,20,7.94,1,$7.94 ,,mate,18,21,10.35,0
reader's,50,1798,15.71,2,$7.86 ,,conrad,16,23,10.33,0
grady,11,13,7.82,1,$7.82 ,,500,16,2636,10.33,0
recirds,8,8,7.78,1,$7.78 ,,500,16,2636,10.33,0
gardner,11,18,7.75,1,$7.75 ,,navajo,16,174,10.32,0
does,30,35,15.31,2,$7.66 ,,president,25,64,10.31,0
women's,24,274,15.3,2,$7.65 ,,peterson,16,32,10.31,0
65,18,580,7.52,1,$7.52 ,,dakota,17,27,10.29,0
sherman,18,20,7.51,1,$7.51 ,,britain,17,129,10.28,0
gibbs,9,16,7.47,1,$7.47 ,,nathan,14,22,10.26,0
letter,12,16,7.45,1,$7.45 ,,monument,21,154,10.26,0
bn,46,65,22.27,3,$7.42 ,,lane,16,22,10.25,0
eli,10,56,7.41,1,$7.41 ,,1968,26,81,10.25,0
wilbert,8,13,7.41,1,$7.41 ,,89th,19,47,10.2,0
eighth,13,30,7.39,1,$7.39 ,,alaska,15,28,10.2,0
flew,8,8,7.36,1,$7.36 ,,corpsman,14,25,10.19,0
burials,10,17,7.22,1,$7.22 ,,luther,16,23,10.18,0
services,11,12,7.14,1,$7.14 ,,jews,15,19,10.15,0
71st,12,32,7.1,1,$7.10 ,,fleet,15,28,10.15,0
hopkins,8,10,7.03,1,$7.03 ,,equipment,15,2929,10.15,0
act,9,14,7.01,1,$7.01 ,,worl,17,23,10.14,0
hiram,9,12,6.98,1,$6.98 ,,steven,13,18,10.1,0
logan,7,10,6.96,1,$6.96 ,,42,15,20,10.09,0
intelligence,9,10,6.93,1,$6.93 ,,involvement,16,28,10.09,0
bowen,10,13,6.92,1,$6.92 ,,re,12,13,10.08,0
fa,25,28,13.83,2,$6.92 ,,rican,14,47,10.08,0
warships,22,74,13.83,2,$6.92 ,,hawaii,20,34,10.05,0
gen,15,25,6.87,1,$6.87 ,,reynolds,13,18,10.03,0
stevens,11,46,6.84,1,$6.84 ,,1922,13,19,10.03,0
connor,8,11,6.83,1,$6.83 ,,sevice,9,9,10.02,0
sargeant,9,13,6.8,1,$6.80 ,,doyle,12,11,10.01,0
relative,21,26,13.58,2,$6.79 ,,jewish,19,41,10.01,0
1954,13,28,6.78,1,$6.78 ,,ill,14,30,10,0
montgomery,13,13,6.75,1,$6.75 ,,nps,15,42,10,0
31st,11,18,6.65,1,$6.65 ,,irving,11,12,10,0
snow,8,12,6.64,1,$6.64 ,,oh,16,23,9.99,0
doctors,11,23,6.59,1,$6.59 ,,tucker,14,20,9.98,0
final,10,22,6.43,1,$6.43 ,,26th,18,29,9.98,0
utah,28,108,12.78,2,$6.39 ,,26th,18,29,9.98,0
london,10,12,6.38,1,$6.38 ,,navigator,15,27,9.95,0
individual,12,12,12.73,2,$6.37 ,,metal,15,27,9.95,0
feb,9,10,6.36,1,$6.36 ,,caps,13,62,9.94,0
https,10,15,6.36,1,$6.36 ,,july,18,274,9.93,0
103rd,10,20,6.33,1,$6.33 ,,lancaster,13,28,9.91,0
94th,28,100,18.73,3,$6.24 ,,miliary,8,10,9.91,0
pittsburgh,23,26,12.45,2,$6.23 ,,aces,17,86,9.88,0
jacksonville,11,10,6.22,1,$6.22 ,,84th,14,18,9.88,0
newspapers,9,15,6.18,1,$6.18 ,,philippine,18,38,9.86,0
bridge,12,39,6.17,1,$6.17 ,,duncan,12,13,9.86,0
junior,10,14,6.17,1,$6.17 ,,steve,17,20,9.84,0
operator,11,13,6.16,1,$6.16 ,,hearts,14,19,9.81,0
hancock,9,17,6.15,1,$6.15 ,,active,10,14,9.8,0
places,9,12,6.04,1,$6.04 ,,gold,17,42,9.8,0
dogs,10,17,6.03,1,$6.03 ,,casualities,18,35,9.79,0
keller,10,16,5.98,1,$5.98 ,,census,11,17,9.79,0
12,32,48,17.93,3,$5.98 ,,virgil,20,34,9.75,0
kent,9,13,5.97,1,$5.97 ,,depot,18,24,9.75,0
leyte,10,11,5.96,1,$5.96 ,,retired,11,12,9.74,0
americal,19,31,11.89,2,$5.94 ,,happen,20,34,9.69,0
millard,6,21,5.92,1,$5.92 ,,ranger,14,28,9.68,0
ellsworth,8,11,5.89,1,$5.89 ,,80th,13,28,9.67,0
mean,12,15,5.87,1,$5.87 ,,nicholas,23,40,9.67,0
buckley,10,11,5.85,1,$5.85 ,,75th,13,18,9.62,0
vance,9,13,5.84,1,$5.84 ,,wac,12,44,9.6,0
flores,7,8,5.78,1,$5.78 ,,carroll,20,26,9.6,0
widows,16,27,11.52,2,$5.76 ,,32,14,20,9.54,0
roth,5,6,5.72,1,$5.72 ,,reports,14,15,9.54,0
tracking,6,11,5.71,1,$5.71 ,,operations,15,33,9.54,0
powell,21,28,11.4,2,$5.70 ,,surrender,17,54,9.53,0
48th,11,23,5.62,1,$5.62 ,,brooks,16,35,9.52,0
barnett,10,12,5.61,1,$5.61 ,,reg,26,33,9.5,0
bell,9,10,5.61,1,$5.61 ,,barton,16,75,9.47,0
cheek,6,8,5.6,1,$5.60 ,,trench,16,160,9.46,0
&amp,21,208,11.16,2,$5.58 ,,spencer,14,25,9.45,0
crawford,7,9,5.46,1,$5.46 ,,1938,10,20,9.45,0
child,8,12,5.37,1,$5.37 ,,coleman,16,26,9.44,0
dalton,7,11,5.26,1,$5.26 ,,pensions,16,42,9.44,0
squadrons,21,68,10.49,2,$5.25 ,,spy,27,101,9.41,0
waves,9,24,5.24,1,$5.24 ,,effect,16,58,9.39,0
lo,17,38,10.48,2,$5.24 ,,78th,15,33,9.39,0
part,13,18,5.22,1,$5.22 ,,18th,16,87,9.39,0
volunteer,16,29,5.21,1,$5.21 ,,86th,14,36,9.37,0
run,13,48,5.2,1,$5.20 ,,pics,21,40,9.35,0
mail,7,13,5.11,1,$5.11 ,,180,8,39,9.35,0
1966,15,32,10.11,2,$5.06 ,,hitler,15,34,9.35,0
fredrick,18,20,10.07,2,$5.03 ,,germans,15,38,9.26,0
hollis,5,11,5.02,1,$5.02 ,,ira,17,32,9.25,0
gas,9,45,5.01,1,$5.01 ,,main,19,52,9.24,0
blake,7,12,5.01,1,$5.01 ,,aaf,13,25,9.24,0
peleliu,6,17,5.01,1,$5.01 ,,el,21,161,9.22,0
edged,10,1096,4.95,1,$4.95 ,,peters,12,17,9.18,0
sampson,9,14,4.94,1,$4.94 ,,battlefields,19,263,9.16,0
livingston,8,10,4.94,1,$4.94 ,,baseball,13,3098,9.15,0
blair,7,14,4.91,1,$4.91 ,,master,12,15,9.15,0
mccoy,9,15,4.86,1,$4.86 ,,monroe,15,16,9.14,0
trujillo,4,3,4.85,1,$4.85 ,,payne,15,24,9.14,0
goodman,6,19,4.83,1,$4.83 ,,uncle,11,13,9.1,0
somerset,6,7,4.83,1,$4.83 ,,ivan,14,22,9.1,0
ancestory,4,4,4.81,1,$4.81 ,,wagner,16,23,9.09,0
light,19,29,9.61,2,$4.81 ,,iraq,14,70,9.08,0
decorations,7,9,4.76,1,$4.76 ,,aviation,13,36,9.08,0
jessie,8,10,4.73,1,$4.73 ,,htm,16,24,9.06,0
newell,6,7,4.68,1,$4.68 ,,40th,15,19,9.06,0
121st,12,17,9.23,2,$4.62 ,,enter,17,35,9.05,0
bryant,9,10,4.56,1,$4.56 ,,shaw,16,20,9.05,0
sterling,6,9,4.55,1,$4.55 ,,richardson,15,22,9.03,0
1971,9,17,4.52,1,$4.52 ,,miitary,8,11,9.03,0
diaz,6,8,4.48,1,$4.48 ,,led,19,25,8.97,0
type,9,36,4.47,1,$4.47 ,,patterson,15,23,8.96,0
minor,5,7,4.47,1,$4.47 ,,art,14,101,8.92,0
b25,6,11,4.46,1,$4.46 ,,vito,12,17,8.92,0
judd,5,10,4.43,1,$4.43 ,,gary,11,15,8.91,0
bates,7,6,4.42,1,$4.42 ,,worth,15,30,8.91,0
tommy,10,11,4.4,1,$4.40 ,,20,17,28,8.9,0
wiley,9,12,4.38,1,$4.38 ,,vt,13,19,8.9,0
veteren,6,8,4.37,1,$4.37 ,,ridge,17,27,8.9,0
chop,13,82,4.31,1,$4.31 ,,20,17,28,8.9,0
pork,13,82,4.31,1,$4.31 ,,hq,17,32,8.89,0
watch,8,10,4.31,1,$4.31 ,,1967,25,161,8.89,0
activities,7,9,4.24,1,$4.24 ,,28,13,89,8.87,0
landings,7,8,4.19,1,$4.19 ,,magazine,20,282,8.87,0
shelby,8,11,4.18,1,$4.18 ,,karl,14,16,8.86,0
josiah,11,17,4.18,1,$4.18 ,,machine,17,22,8.85,0
127th,6,6,4.17,1,$4.17 ,,queen,11,13,8.83,0
fact,10,29,4.15,1,$4.15 ,,jenkins,13,16,8.81,0
reese,5,6,4.13,1,$4.13 ,,color,12,83,8.79,0
harmon,5,5,4.12,1,$4.12 ,,myers,16,23,8.77,0
atlanta,13,89,8.23,2,$4.11 ,,fall,12,20,8.77,0
prince,10,21,4.11,1,$4.11 ,,see,16,21,8.76,0
artist,7,8,4.08,1,$4.08 ,,laverne,10,12,8.76,0
fritz,7,8,4.07,1,$4.07 ,,hart,11,17,8.76,0
trying,5,9,4.06,1,$4.06 ,,way,13,38,8.74,0
jasco,5,11,4.05,1,$4.05 ,,alan,10,14,8.73,0
toll,16,67,8.05,2,$4.03 ,,branch,11,11,8.73,0
guadalcanal,11,24,8.02,2,$4.01 ,,1930,7,15,8.72,0
train,7,11,3.96,1,$3.96 ,,bull,18,57,8.7,0
mckinley,5,5,3.92,1,$3.92 ,,95th,11,27,8.69,0
btry,10,10,3.89,1,$3.89 ,,madison,15,19,8.69,0
1987,4,5,3.88,1,$3.88 ,,mission,12,13,8.67,0
jewelry,4,8,3.85,1,$3.85 ,,soilder,17,21,8.65,0
cherokee,9,17,3.83,1,$3.83 ,,forrest,14,16,8.65,0
control,5,7,3.82,1,$3.82 ,,22,17,62,8.63,0
1926,8,15,3.81,1,$3.81 ,,hospitals,15,46,8.6,0
mortar,5,9,3.8,1,$3.80 ,,battleships,12,46,8.6,0
schneider,6,8,3.76,1,$3.76 ,,14th,17,59,8.59,0
oak,5,5,3.73,1,$3.73 ,,listed,12,16,8.58,0
draftees,7,11,3.7,1,$3.70 ,,simpson,13,16,8.57,0
enlist,6,7,3.68,1,$3.68 ,,station,19,30,8.57,0
ec,4,4,3.68,1,$3.68 ,,morton,13,16,8.56,0
worthington,4,5,3.64,1,$3.64 ,,14,18,28,8.55,0
jason,5,6,3.64,1,$3.64 ,,had,19,29,8.55,0
mouth,6,15,3.63,1,$3.63 ,,ok,10,16,8.55,0
kelsey,4,5,3.6,1,$3.60 ,,went,16,26,8.55,0
grandpa,6,7,3.59,1,$3.59 ,,timothy,10,11,8.55,0
davidson,5,8,3.58,1,$3.58 ,,listings,14,42,8.54,0
stevenson,6,9,3.57,1,$3.57 ,,gulf,13,204,8.53,0
omar,5,17,3.55,1,$3.55 ,,operation,16,26,8.51,0
57th,6,6,3.53,1,$3.53 ,,leader,17,44,8.5,0
elvis,4,6,3.52,1,$3.52 ,,simon,16,23,8.48,0
minesweeper,7,10,3.51,1,$3.51 ,,love,15,23,8.47,0
meyer,6,10,3.51,1,$3.51 ,,this,15,153,8.46,0
recods,3,3,3.5,1,$3.50 ,,photographers,14,140,8.42,0
wasps,7,13,3.5,1,$3.50 ,,average,12,15,8.42,0
shipyard,5,8,3.48,1,$3.48 ,,troy,11,13,8.41,0
farrell,5,4,3.48,1,$3.48 ,,deployment,12,22,8.4,0
kidd,4,6,3.47,1,$3.47 ,,graham,11,16,8.37,0
eng,5,13,3.46,1,$3.46 ,,nancy,12,36,8.37,0
cassino,6,41,3.46,1,$3.46 ,,fathers,13,14,8.36,0
garland,7,8,3.45,1,$3.45 ,,malone,10,10,8.36,0
sf,4,9,3.44,1,$3.44 ,,airplanes,13,62,8.36,0
hms,6,9,3.43,1,$3.43 ,,detroit,14,15,8.35,0
verification,3,44,3.38,1,$3.38 ,,summary,22,87,8.35,0
wm,7,9,3.34,1,$3.34 ,,pete,10,13,8.34,0
chemical,12,18,6.57,2,$3.29 ,,orville,13,24,8.3,0
tv,5,8,3.27,1,$3.27 ,,cb,11,19,8.27,0
anton,9,8,3.25,1,$3.25 ,,pre,15,238,8.27,0
mounted,7,13,3.24,1,$3.24 ,,deserters,16,180,8.26,0
antiaircraft,5,14,3.22,1,$3.22 ,,enlistees,16,24,8.26,0
welch,6,7,3.2,1,$3.20 ,,wings,10,100,8.24,0
joyce,5,6,3.19,1,$3.19 ,,solomon,16,46,8.23,0
chancellorsville,10,35,3.17,1,$3.17 ,,allies,17,615,8.23,0
katz,4,4,3.12,1,$3.12 ,,orange,12,23,8.23,0
milam,4,4,3.1,1,$3.10 ,,song,12,29,8.22,0
naples,4,4,3.1,1,$3.10 ,,paris,12,14,8.22,0
wia,4,8,3.02,1,$3.02 ,,allan,8,7,8.21,0
lon,3,2,3.01,1,$3.01 ,,now,12,27,8.2,0
hornet,5,9,2.99,1,$2.99 ,,their,15,18,8.19,0
croix,4,4,2.94,1,$2.94 ,,war1,16,36,8.18,0
chamberlain,5,4,2.92,1,$2.92 ,,captains,25,83,8.18,0
park,14,52,5.77,2,$2.89 ,,whitney,8,14,8.18,0
ambrose,6,8,2.88,1,$2.88 ,,locating,8,12,8.17,0
nice,5,20,2.88,1,$2.88 ,,reuben,11,22,8.17,0
mccall,4,12,2.88,1,$2.88 ,,panama,15,26,8.14,0
elmira,5,6,2.86,1,$2.86 ,,77th,17,54,8.13,0
529,5,4,2.86,1,$2.86 ,,66th,14,64,8.11,0
529,5,4,2.86,1,$2.86 ,,bobby,12,18,8.08,0
132,6,6,2.84,1,$2.84 ,,bush,13,16,8.08,0
saylor,4,3,2.84,1,$2.84 ,,andersonville,18,160,8.04,0
mom,5,5,2.76,1,$2.76 ,,mr,13,20,8.03,0
rcaf,5,6,2.74,1,$2.74 ,,secret,12,42,8.03,0
0,4,5,2.71,1,$2.71 ,,ted,11,13,8.03,0
usarmy,5,6,2.66,1,$2.66 ,,jacket,11,18,8.01,0
sound,5,8,2.65,1,$2.65 ,,81st,11,23,7.98,0
brubaker,4,5,2.59,1,$2.59 ,,anniversary,17,32,7.98,0
memoirs,5,38,2.57,1,$2.57 ,,cole,13,27,7.95,0
headlines,4,10,2.56,1,$2.56 ,,63rd,10,19,7.95,0
dix,3,4,2.54,1,$2.54 ,,augustus,11,12,7.94,0
roe,4,4,2.53,1,$2.53 ,,miles,15,18,7.93,0
misouri,2,2,2.47,1,$2.47 ,,calhoun,8,10,7.92,0
railway,4,6,2.4,1,$2.40 ,,luftwaffe,15,52,7.92,0
shields,4,4,2.38,1,$2.38 ,,norris,14,16,7.91,0
1900,5,6,2.38,1,$2.38 ,,rice,14,23,7.91,0
fla,4,8,2.37,1,$2.37 ,,duane,9,13,7.9,0
314,3,9,2.37,1,$2.37 ,,rivera,10,10,7.9,0
129th,8,10,4.72,2,$2.36 ,,erwin,11,22,7.9,0
kraft,3,3,2.36,1,$2.36 ,,47,15,26,7.89,0
milford,3,5,2.35,1,$2.35 ,,transport,15,40,7.88,0
ridenour,3,3,2.33,1,$2.33 ,,rd,10,13,7.88,0
mcconnell,4,4,2.32,1,$2.32 ,,gregory,13,17,7.87,0
109th,3,5,2.24,1,$2.24 ,,bradley,10,24,7.86,0
naomi,3,3,2.22,1,$2.22 ,,hansen,11,15,7.85,0
mormon,1,1,2.2,1,$2.20 ,,24th,16,19,7.85,0
karas,2,4,2.2,1,$2.20 ,,town,12,15,7.84,0
scarborough,3,3,2.18,1,$2.18 ,,militaryrecordslookup,5,37,7.83,0
onondaga,3,4,2.15,1,$2.15 ,,thornton,12,11,7.83,0
1899,4,6,2.14,1,$2.14 ,,horace,11,17,7.82,0
heber,3,4,2.14,1,$2.14 ,,simmons,12,16,7.81,0
fielder,5,5,2.13,1,$2.13 ,,27th,18,68,7.79,0
presley,4,5,4.21,2,$2.11 ,,fulton,13,19,7.78,0
deming,2,2,2.09,1,$2.09 ,,manuel,13,24,7.77,0
tender,3,4,2.07,1,$2.07 ,,emil,11,16,7.77,0
boykin,3,3,2.04,1,$2.04 ,,ace,13,85,7.76,0
quick,4,25,2.04,1,$2.04 ,,muskegon,11,18,7.74,0
bunker,5,4,2.04,1,$2.04 ,,middle,10,223,7.72,0
slaughter,2,2,2.02,1,$2.02 ,,foster,12,15,7.71,0
martindale,2,2,2.01,1,$2.01 ,,veteran's,10,11,7.7,0
325205601,1,1,2.01,1,$2.01 ,,non,11,13,7.67,0
bowie,3,18,1.99,1,$1.99 ,,parts,9,11,7.67,0
gorman,5,7,1.98,1,$1.98 ,,40,10,10,7.66,0
fielden,3,3,1.96,1,$1.96 ,,garrett,11,12,7.66,0
aldrich,3,3,1.96,1,$1.96 ,,rochester,8,12,7.65,0
morse,3,26,1.96,1,$1.96 ,,lamb,11,14,7.65,0
lionel,2,2,1.94,1,$1.94 ,,howell,11,15,7.64,0
bowling,3,3,1.94,1,$1.94 ,,blue,11,14,7.63,0
weymouth,2,5,1.92,1,$1.92 ,,ms,18,19,7.63,0
294,2,7,1.92,1,$1.92 ,,christian,11,17,7.6,0
dye,4,4,1.89,1,$1.89 ,,joshua,13,14,7.6,0
asia,5,17,1.88,1,$1.88 ,,88th,10,16,7.55,0
assembly,2,2,1.86,1,$1.86 ,,1970,19,110,7.55,0
bottle,3,10,1.84,1,$1.84 ,,take,15,35,7.55,0
chateau,3,3,1.84,1,$1.84 ,,verteran,10,12,7.54,0
devil,3,7,1.84,1,$1.84 ,,anyone,13,16,7.54,0
guerra,3,3,1.83,1,$1.83 ,,harley,13,15,7.53,0
wsr,3,4,1.82,1,$1.82 ,,senior,12,15,7.53,0
bruno,6,6,3.63,2,$1.82 ,,rodriguez,9,12,7.52,0
heartbreak,5,9,1.81,1,$1.81 ,,buck,13,16,7.52,0
cleo,2,3,1.8,1,$1.80 ,,like,15,21,7.51,0
ai,1,1,1.77,1,$1.77 ,,ervin,11,11,7.51,0
cruiser,3,3,1.77,1,$1.77 ,,report,13,17,7.5,0
friedrich,2,2,1.76,1,$1.76 ,,solder,13,15,7.49,0
shirley,4,7,1.76,1,$1.76 ,,tinian,13,31,7.48,0
vital,2,2,1.75,1,$1.75 ,,15,12,16,7.45,0
battallion,4,6,1.74,1,$1.74 ,,price,12,21,7.45,0
nuremberg,3,4,1.7,1,$1.70 ,,irish,13,17,7.44,0
hodes,1,1,1.68,1,$1.68 ,,alex,13,33,7.44,0
rull,2,2,1.67,1,$1.67 ,,connell,10,18,7.44,0
feldman,2,4,1.67,1,$1.67 ,,admiral,11,12,7.43,0
bower,2,4,1.67,1,$1.67 ,,flights,14,143,7.42,0
sergant,2,2,1.67,1,$1.67 ,,taken,10,11,7.4,0
worker,2,4,1.66,1,$1.66 ,,both,8,10,7.39,0
327th,3,4,1.64,1,$1.64 ,,isaac,14,26,7.39,0
1931,3,3,1.63,1,$1.63 ,,jesus,9,15,7.38,0
image,1,2,1.61,1,$1.61 ,,residents,10,12,7.37,0
ironsides,2,4,1.61,1,$1.61 ,,3f,15,21,7.34,0
cedar,3,4,1.59,1,$1.59 ,,frost,8,8,7.34,0
hobart,2,2,1.59,1,$1.59 ,,raiders,10,36,7.33,0
delva,4,2,3.12,2,$1.56 ,,sims,8,12,7.33,0
cognac,2,1,1.56,1,$1.56 ,,owen,15,26,7.31,0
liquors,2,1,1.56,1,$1.56 ,,100,13,30,7.29,0
